lambda,scale,alpha,qualtrics_id,condition,domain,fold,n_test,test_acc_std,test_ll_std,test_acc_part,test_ll_part,delta_ll,delta_acc
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,1,4,1.0,-0.6919515344248186,1.0,-0.6136227235571898,0.07832881086762877,0.0
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,2,4,0.75,-0.6922742370254034,0.75,-0.6195486918182259,0.07272554520717744,0.0
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,3,4,0.75,-0.6922809472749593,0.25,-0.6795912407755995,0.012689706499359743,-0.5
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,4,4,0.5,-0.6923239171830518,0.5,-0.60291319333854,0.08941072384451176,0.0
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,0,4,0.75,-0.6912657817430935,0.5,-0.6389721062638178,0.05229367547927566,-0.25
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,1,4,0.75,-0.6910091198303364,0.75,-0.6115665844077336,0.07944253542260282,0.0
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,2,4,0.75,-0.6916135310151922,0.75,-0.5716702433314826,0.11994328768370954,0.0
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,3,4,0.75,-0.6912827721934094,1.0,-0.5931168659508801,0.0981659062425293,0.25
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,4,4,0.25,-0.6945114868894781,0.25,-0.7515738748529761,-0.05706238796349805,0.0
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,0,4,0.5,-0.693099326816225,0.5,-0.7431505421789204,-0.05005121536269541,0.0
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,1,4,0.5,-0.6935456776381743,0.75,-0.6683017406754139,0.025243936962760394,0.25
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,2,4,1.0,-0.6903881142268726,0.75,-0.6311876055871761,0.0592005086396965,-0.25
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,3,4,0.75,-0.6910186881848221,0.75,-0.6183120768431744,0.0727066113416478,0.0
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,4,4,0.75,-0.6910584094419714,1.0,-0.5980089733808718,0.09304943606109961,0.25
0.05,0.5,0.75,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,0,4,0.25,-0.6927920742765155,0.5,-0.6376000684667492,0.05519200580976624,0.25
0.05,0.5,0.75,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,1,4,0.5,-0.6924913932327733,0.75,-0.6792647160716723,0.013226677161101041,0.25
0.05,0.5,0.75,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,2,4,0.75,-0.6930215747126403,0.5,-0.7125239030306731,-0.01950232831803289,-0.25
0.05,0.5,0.75,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,3,4,0.75,-0.6913539511353748,0.75,-0.6362791163134598,0.055074834821915,0.0
0.05,0.5,0.75,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,4,4,1.0,-0.6911317756524363,0.75,-0.6468978886847466,0.044233886967689706,-0.25
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,0,4,1.0,-0.6913708595536875,0.75,-0.5556456640911736,0.13572519546251394,-0.25
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,1,4,0.75,-0.6912995160513344,0.75,-0.6445488958842994,0.04675062016703502,0.0
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,2,4,0.5,-0.6926591280607736,0.5,-0.7086013124148608,-0.01594218435408723,0.0
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,3,4,0.75,-0.6920955861097676,0.75,-0.6406834370252856,0.051412149084481995,0.0
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,4,4,0.5,-0.6944162521312823,0.5,-0.822070871983697,-0.12765461985241466,0.0
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,0,4,0.75,-0.6901793664806752,0.75,-0.5208578635114027,0.1693215029692725,0.0
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,1,4,0.5,-0.6905398035230048,0.5,-0.5463382511947552,0.1442015523282496,0.0
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,2,4,0.75,-0.6916850396000928,0.75,-0.5942606648165758,0.09742437478351695,0.0
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,3,4,0.75,-0.6917166981820564,0.75,-0.6186395135023982,0.07307718467965818,0.0
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,4,4,0.75,-0.6905830384527758,0.75,-0.5312390367222987,0.15934400173047714,0.0
0.05,0.5,0.75,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,0,4,1.0,-0.6920433577900249,1.0,-0.575467621952498,0.1165757358375269,0.0
0.05,0.5,0.75,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,1,4,1.0,-0.6919164570325738,1.0,-0.5246939075495639,0.16722254948300985,0.0
0.05,0.5,0.75,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,2,4,0.75,-0.6928577825296892,0.75,-0.6208520615381163,0.07200572099157287,0.0
0.05,0.5,0.75,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,3,4,0.25,-0.6932254130917721,0.25,-0.6975652196190065,-0.004339806527234424,0.0
0.05,0.5,0.75,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,4,4,1.0,-0.6913179800919581,1.0,-0.5600339729271377,0.13128400716482036,0.0
0.05,0.5,0.75,R_7go085j249AymBb,inference_categories,dailydilemmas,0,4,0.5,-0.6920457681275483,0.5,-0.6155702943021395,0.07647547382540876,0.0
0.05,0.5,0.75,R_7go085j249AymBb,inference_categories,dailydilemmas,1,4,0.75,-0.6918687893093179,0.75,-0.5658598955106706,0.12600889379864733,0.0
0.05,0.5,0.75,R_7go085j249AymBb,inference_categories,dailydilemmas,2,4,0.75,-0.6916919699910548,1.0,-0.5670844764557033,0.1246074935353515,0.25
0.05,0.5,0.75,R_7go085j249AymBb,inference_categories,dailydilemmas,3,4,0.75,-0.6921476975615788,0.75,-0.5943335900413124,0.09781410752026642,0.0
0.05,0.5,0.75,R_7go085j249AymBb,inference_categories,dailydilemmas,4,4,0.5,-0.6933859969559947,0.5,-0.7159300782289111,-0.022544081272916405,0.0
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,0,4,0.25,-0.6927821561848767,0.5,-0.6672720134043508,0.02551014278052588,0.25
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,1,4,0.75,-0.6925641341245401,0.75,-0.6195233391929154,0.07304079493162474,0.0
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,2,4,0.75,-0.6928042560852457,0.75,-0.6483557793911681,0.04444847669407759,0.0
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,3,4,1.0,-0.6921312027011314,0.75,-0.6281490050472858,0.06398219765384561,-0.25
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,4,4,0.75,-0.6925934243944709,0.5,-0.6393840454726542,0.05320937892181676,-0.25
0.05,0.5,0.75,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,0,4,1.0,-0.6915691978027982,0.75,-0.5596053374502459,0.13196386035255236,-0.25
0.05,0.5,0.75,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,1,4,0.5,-0.6922579912654148,0.5,-0.6550488424813847,0.03720914878403003,0.0
0.05,0.5,0.75,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,2,4,1.0,-0.6920351292436367,1.0,-0.5822828375074157,0.10975229173622103,0.0
0.05,0.5,0.75,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,3,4,1.0,-0.6918581079995139,1.0,-0.5471084072056686,0.1447497007938453,0.0
0.05,0.5,0.75,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,4,4,0.25,-0.693113923592781,0.25,-0.7363334384510323,-0.04321951485825126,0.0
0.05,0.5,0.75,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,0,4,0.5,-0.6934585289871318,0.5,-0.7172230248061549,-0.023764495819023068,0.0
0.05,0.5,0.75,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,1,4,0.75,-0.6924249223884483,0.75,-0.5933408868175079,0.09908403557094048,0.0
0.05,0.5,0.75,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,2,4,0.75,-0.6921256744126439,1.0,-0.6019753774806788,0.09015029693196519,0.25
0.05,0.5,0.75,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,3,4,0.75,-0.6923140677501498,0.5,-0.6292990552108305,0.06301501253931929,-0.25
0.05,0.5,0.75,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,4,4,0.75,-0.6924660984930848,0.75,-0.6777990692189756,0.014667029274109233,0.0
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,0,4,0.5,-0.6925040934732599,0.75,-0.6297482233309042,0.06275587014235573,0.25
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,1,4,0.25,-0.693942222109138,0.5,-0.7644462707826563,-0.07050404867351823,0.25
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,2,4,0.75,-0.6912821629528922,1.0,-0.6016659825253956,0.08961618042749664,0.25
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,3,4,0.5,-0.6924616239598635,0.75,-0.6460517386077766,0.0464098853520869,0.25
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,4,4,1.0,-0.6911718043804796,1.0,-0.592154687178593,0.09901711720188666,0.0
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,0,4,0.75,-0.6927384253042169,1.0,-0.6618300050819443,0.03090842022227258,0.25
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,1,4,0.5,-0.6927163458859349,0.25,-0.6898052240203745,0.0029111218655604176,-0.25
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,2,4,0.5,-0.6932754640605925,0.75,-0.6661946366939159,0.027080827366676608,0.25
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,3,4,0.75,-0.6926125292192916,0.75,-0.731707595921022,-0.03909506670173035,0.0
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,4,4,0.75,-0.6926171705827615,0.5,-0.6709988462903387,0.02161832429242283,-0.25
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,0,4,1.0,-0.6916563926178843,1.0,-0.5742205378999737,0.11743585471791051,0.0
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,1,4,0.75,-0.6913416045752215,0.75,-0.5858473544944126,0.10549425008080893,0.0
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,2,4,0.75,-0.6917451406050665,0.75,-0.5735303820767736,0.11821475852829288,0.0
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,3,4,0.75,-0.6915415809271314,0.75,-0.6291142616077892,0.0624273193193422,0.0
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,4,4,0.25,-0.6954732529707177,0.25,-0.8426219147175069,-0.1471486617467892,0.0
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,0,5,1.0,-0.6901900358599771,1.0,-0.44958798482250745,0.24060205103746962,0.0
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,1,5,0.6,-0.6912324351004475,1.0,-0.5483614395057803,0.1428709955946672,0.4
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,2,5,0.8,-0.691829432035987,1.0,-0.5908593179668936,0.1009701140690934,0.19999999999999996
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,3,5,0.6,-0.6903303706504949,0.8,-0.49942941134854496,0.1909009593019499,0.20000000000000007
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,0,4,0.75,-0.6919509454770811,1.0,-0.5757618451833514,0.11618910029372975,0.25
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,1,4,0.5,-0.693423134032705,0.5,-0.7507938801961286,-0.057370746163423636,0.0
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,2,4,0.5,-0.692956189895669,0.75,-0.6522189685313982,0.040737221364270826,0.25
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,3,4,0.5,-0.6922843616630568,0.5,-0.6368767081109735,0.055407653552083325,0.0
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,4,4,1.0,-0.6918221546867992,1.0,-0.6065509624241918,0.08527119226260738,0.0
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,0,4,0.5,-0.6921819867098238,0.75,-0.6345309951194182,0.05765099159040554,0.25
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,1,4,0.75,-0.6927603848918005,0.5,-0.6993094593291147,-0.0065490744373142284,-0.25
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,2,4,0.5,-0.6928712779217644,0.5,-0.7195870824891769,-0.026715804567412516,0.0
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,3,4,0.75,-0.6917737093762071,0.75,-0.6002279970961297,0.09154571228007735,0.0
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,4,4,1.0,-0.691789791299691,1.0,-0.5880398937017273,0.10374989759796371,0.0
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,0,4,0.75,-0.6911846470944386,0.75,-0.5280096864462931,0.16317496064814552,0.0
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,1,4,0.75,-0.69164818192401,0.75,-0.5955423843294787,0.0961057975945313,0.0
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,2,4,1.0,-0.6907843678215682,1.0,-0.525004256925832,0.1657801108957362,0.0
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,3,4,0.75,-0.6922579415528716,0.5,-0.6897360046781347,0.0025219368747368964,-0.25
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,4,4,0.75,-0.6916794143622071,0.75,-0.582455869600497,0.10922354476171015,0.0
0.05,0.5,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,0,4,0.5,-0.6935653153634046,0.5,-0.753044451454024,-0.05947913609061939,0.0
0.05,0.5,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,1,4,0.75,-0.6922413992091314,0.75,-0.6496497023417137,0.042591696867417705,0.0
0.05,0.5,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,2,4,0.5,-0.6929267303893999,0.5,-0.7503890070730201,-0.05746227668362025,0.0
0.05,0.5,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,3,4,1.0,-0.6920532080201354,0.5,-0.6956335538041255,-0.0035803457839901354,-0.5
0.05,0.5,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,4,4,0.5,-0.692874388257928,0.5,-0.6991995285125072,-0.006325140254579198,0.0
0.05,0.5,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,0,4,0.5,-0.693771785100323,0.5,-0.7623043658938501,-0.06853258079352709,0.0
0.05,0.5,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,1,4,1.0,-0.6920506137011905,1.0,-0.5697211733364957,0.12232944036469473,0.0
0.05,0.5,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,2,4,0.75,-0.692272194395104,0.75,-0.6406146439800595,0.051657550415044495,0.0
0.05,0.5,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,3,4,0.25,-0.6935722697383494,0.25,-0.7311366754598347,-0.03756440572148534,0.0
0.05,0.5,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,4,4,0.5,-0.69288341392352,0.5,-0.6717138202882612,0.021169593635258832,0.0
0.05,0.5,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,0,4,0.5,-0.6919869228690966,0.5,-0.6417624386169318,0.05022448425216475,0.0
0.05,0.5,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,1,4,0.75,-0.6927850648558612,1.0,-0.6622367556811984,0.03054830917466278,0.25
0.05,0.5,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,2,4,0.5,-0.6932548429514276,0.5,-0.7341229189156817,-0.040868075964254125,0.0
0.05,0.5,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,3,4,0.75,-0.6925621208023383,1.0,-0.6488511870437993,0.04371093375853896,0.25
0.05,0.5,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,4,4,0.0,-0.694777709820397,0.0,-0.8150445773756837,-0.1202668675552867,0.0
0.05,0.5,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,0,4,1.0,-0.6923263146045625,1.0,-0.6038746553856295,0.08845165921893305,0.0
0.05,0.5,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,1,4,1.0,-0.691702529524409,0.75,-0.6040561315310526,0.08764639799335638,-0.25
0.05,0.5,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,2,4,0.75,-0.6924378717203983,0.5,-0.636056588269835,0.05638128345056326,-0.25
0.05,0.5,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,3,4,1.0,-0.6922143155928429,1.0,-0.6562703667345263,0.03594394885831653,0.0
0.05,0.5,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,4,4,0.5,-0.6935217086981267,0.5,-0.7644273510255217,-0.07090564232739505,0.0
0.05,0.5,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,0,5,0.4,-0.6933243109022651,0.4,-0.7054602416980122,-0.012135930795747152,0.0
0.05,0.5,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,1,5,0.4,-0.6935058840958112,0.4,-0.6820935462427143,0.01141233785309681,0.0
0.05,0.5,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,2,5,0.4,-0.693025151606699,1.0,-0.6447133923943393,0.04831175921235964,0.6
0.05,0.5,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,3,5,0.4,-0.693228696324342,0.4,-0.6870833082646364,0.006145388059705659,0.0
0.05,0.5,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,0,4,0.0,-0.6941318405634145,0.5,-0.7124398208359541,-0.01830798027253966,0.5
0.05,0.5,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,1,4,0.75,-0.6930678237544948,0.5,-0.6862570048935281,0.006810818860966683,-0.25
0.05,0.5,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,2,4,0.25,-0.6935068931572397,0.25,-0.7521454362139278,-0.05863854305668814,0.0
0.05,0.5,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,3,4,0.25,-0.6936224990050501,0.25,-0.7175711700858988,-0.023948671080848638,0.0
0.05,0.5,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,4,4,0.75,-0.6930774068097307,0.5,-0.6906203734669647,0.002457033342766035,-0.25
0.05,0.5,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,0,4,0.75,-0.691414093721901,0.75,-0.5835649645602115,0.10784912916168954,0.0
0.05,0.5,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,1,4,1.0,-0.6911231568843574,1.0,-0.5451955575526863,0.1459275993316711,0.0
0.05,0.5,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,2,4,0.5,-0.6937110318112766,0.5,-0.7168610759186562,-0.02315004410737964,0.0
0.05,0.5,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,3,4,0.5,-0.6933484607438867,0.5,-0.6683160778098595,0.02503238293402721,0.0
0.05,0.5,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,4,4,1.0,-0.691460935575063,1.0,-0.5597013328433629,0.13175960273170018,0.0
0.05,0.5,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,0,4,0.5,-0.6933461948959684,0.5,-0.6948283927692911,-0.0014821978733227104,0.0
0.05,0.5,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,1,4,0.5,-0.6933979723363053,0.5,-0.7209386001075477,-0.027540627771242443,0.0
0.05,0.5,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,2,4,0.5,-0.692723397096704,0.25,-0.7037469315006161,-0.011023534403912016,-0.25
0.05,0.5,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,3,4,0.75,-0.693106248193503,0.75,-0.6771035103274408,0.01600273786606221,0.0
0.05,0.5,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,4,4,0.25,-0.6938567634717323,0.25,-0.7315161765973378,-0.0376594131256055,0.0
0.05,0.5,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,0,4,0.75,-0.6919508583886247,0.5,-0.6576226122615974,0.03432824612702734,-0.25
0.05,0.5,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,1,4,0.5,-0.6920848654673555,0.5,-0.6340945475415577,0.057990317925797785,0.0
0.05,0.5,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,2,4,0.75,-0.6926821806338346,0.75,-0.6894457847696365,0.003236395864198105,0.0
0.05,0.5,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,3,4,0.5,-0.6925047484490472,0.5,-0.6904190397927643,0.002085708656282881,0.0
0.05,0.5,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,4,4,0.5,-0.6936433799394314,0.5,-0.7484311058612259,-0.05478772592179448,0.0
0.05,0.5,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,0,5,0.8,-0.6915098669160649,0.8,-0.5863664282285799,0.10514343868748499,0.0
0.05,0.5,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,1,5,0.6,-0.690806185488559,0.6,-0.5610037277517576,0.12980245773680144,0.0
0.05,0.5,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,2,5,0.8,-0.6908536245536288,0.8,-0.5441739976727319,0.14667962688089686,0.0
0.05,0.5,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,3,5,0.8,-0.6915137653328134,0.8,-0.6070427638433438,0.08447100148946962,0.0
0.05,0.5,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,0,4,0.75,-0.6925585495452946,0.75,-0.7214272421403992,-0.028868692595104606,0.0
0.05,0.5,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,1,4,0.5,-0.692981251064235,0.5,-0.6860290257621117,0.00695222530212336,0.0
0.05,0.5,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,2,4,0.25,-0.693020012554981,0.25,-0.7827956226823182,-0.08977561012733715,0.0
0.05,0.5,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,3,4,1.0,-0.6923061806371242,0.75,-0.6420919979330346,0.050214182704089616,-0.25
0.05,0.5,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,4,4,0.75,-0.6922461602262034,0.75,-0.6550087936766247,0.037237366549578765,0.0
0.05,0.5,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,0,5,1.0,-0.690222392201228,1.0,-0.48126444010797814,0.2089579520932499,0.0
0.05,0.5,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,1,5,0.8,-0.6912457920133276,1.0,-0.5455707397582685,0.14567505225505906,0.19999999999999996
0.05,0.5,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,2,5,0.6,-0.6923603456842805,0.6,-0.6535029266555555,0.03885741902872497,0.0
0.05,0.5,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,3,5,0.8,-0.6900271794005838,1.0,-0.45526903526251045,0.23475814413807333,0.19999999999999996
0.05,0.5,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,0,4,1.0,-0.6919280667454282,1.0,-0.56693140574824,0.1249966609971882,0.0
0.05,0.5,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,1,4,0.5,-0.6928210627175507,1.0,-0.6376487734914849,0.055172289226065874,0.5
0.05,0.5,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,2,4,1.0,-0.6925045821357162,0.75,-0.6363857154031342,0.05611886673258204,-0.25
0.05,0.5,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,3,4,0.75,-0.6929586161800017,0.75,-0.6989295939911883,-0.005970977811186606,0.0
0.05,0.5,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,4,4,0.75,-0.6921518574026817,0.5,-0.6311519486558198,0.0609999087468619,-0.25
0.05,0.5,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,0,4,0.75,-0.692169622767719,0.75,-0.6155333313118719,0.07663629145584705,0.0
0.05,0.5,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,1,4,0.5,-0.6921245155651763,0.5,-0.6342384516509667,0.057886063914209585,0.0
0.05,0.5,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,2,4,0.25,-0.6934837659178836,0.5,-0.7216831147169033,-0.02819934879901964,0.25
0.05,0.5,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,3,4,0.5,-0.6932357233524356,0.5,-0.7100179709255303,-0.016782247573094766,0.0
0.05,0.5,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,4,4,0.75,-0.6924225385240101,0.75,-0.6077533487113486,0.08466918981266158,0.0
0.05,0.5,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,0,4,0.5,-0.6926941351033684,0.5,-0.6521466147298527,0.04054752037351572,0.0
0.05,0.5,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,1,4,0.25,-0.6940710556215365,0.25,-0.676927110671755,0.017143944949781442,0.0
0.05,0.5,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,2,4,0.25,-0.6938039134381895,0.25,-0.792382275499179,-0.09857836206098947,0.0
