persona_id,condition,trial,accuracy,log_likelihood
3,standard,5,0.54,-0.693097529795029
3,projected,5,0.58,-0.6930929911273752
3,slider,5,0.62,-0.6930616146293697
3,partial,5,0.58,-0.69307953280551
3,standard,6,0.54,-0.6930845889404147
3,projected,6,0.56,-0.69311011750903
3,slider,6,0.58,-0.6930462518180004
3,partial,6,0.62,-0.6930653708260103
3,standard,7,0.48,-0.6930924394842722
3,projected,7,0.56,-0.6931115502093651
3,slider,7,0.6,-0.6930506156786228
3,partial,7,0.62,-0.6930714767156992
3,standard,8,0.48,-0.6931475629946268
3,projected,8,0.54,-0.6931234080323948
3,slider,8,0.62,-0.6930278406352834
3,partial,8,0.62,-0.6930876321395995
3,standard,9,0.48,-0.6931541213953296
3,projected,9,0.54,-0.693124857619614
3,slider,9,0.64,-0.6930211039491907
3,partial,9,0.62,-0.6930875438624972
3,standard,10,0.5,-0.6931273635516058
3,projected,10,0.54,-0.6931257194082447
3,slider,10,0.68,-0.6930101928601866
3,partial,10,0.62,-0.6930686923487247
3,standard,11,0.48,-0.6931078107367895
3,projected,11,0.48,-0.6931598645079469
3,slider,11,0.64,-0.6929923169316006
3,partial,11,0.6,-0.6930499437811147
3,standard,12,0.46,-0.6931174424791559
3,projected,12,0.4,-0.6931733232773607
3,slider,12,0.66,-0.6929821190999752
3,partial,12,0.58,-0.6930496418792594
3,standard,13,0.44,-0.6932022086859955
3,projected,13,0.46,-0.6931866704278257
3,slider,13,0.66,-0.6929539367312849
3,partial,13,0.6,-0.6930779326045311
3,standard,14,0.5,-0.6931114328623574
3,projected,14,0.5,-0.6931452693286342
3,slider,14,0.68,-0.6929108466556342
3,partial,14,0.62,-0.6930109833944061
3,standard,15,0.5,-0.693080816055509
3,projected,15,0.5,-0.6931389597505064
3,slider,15,0.68,-0.6928943108492932
3,partial,15,0.62,-0.6929874092710635
3,standard,16,0.62,-0.6929813943592162
3,projected,16,0.54,-0.6931288468706173
3,slider,16,0.68,-0.6928903716715863
3,partial,16,0.66,-0.692935760078194
3,standard,17,0.54,-0.6929759340706623
3,projected,17,0.54,-0.6931567666228875
3,slider,17,0.68,-0.6928611662556722
3,partial,17,0.62,-0.6929183593750912
3,standard,18,0.52,-0.6930049215087951
3,projected,18,0.5,-0.6931618913679779
3,slider,18,0.68,-0.6928370618276822
3,partial,18,0.62,-0.6929207869250331
3,standard,19,0.5,-0.6929783836188207
3,projected,19,0.46,-0.6931850113444495
3,slider,19,0.7,-0.6928192275250189
3,partial,19,0.62,-0.6928985467410549
3,standard,20,0.52,-0.6929558581528644
3,projected,20,0.5,-0.6931807728834279
3,slider,20,0.68,-0.6928086062016233
3,partial,20,0.68,-0.6928819697423624
3,standard,21,0.5,-0.693061536358876
3,projected,21,0.38,-0.6932153602317661
3,slider,21,0.68,-0.6927755003755403
3,partial,21,0.6,-0.6929182444948253
3,standard,22,0.46,-0.6930371644151491
3,projected,22,0.38,-0.6932062873374819
3,slider,22,0.68,-0.6927601342253589
3,partial,22,0.64,-0.6928983941667652
3,standard,23,0.46,-0.693019341699073
3,projected,23,0.38,-0.6932145022478343
3,slider,23,0.68,-0.6927534781304482
3,partial,23,0.62,-0.6928860512846349
3,standard,24,0.46,-0.6930351794438419
3,projected,24,0.36,-0.6932278107694259
3,slider,24,0.7,-0.6927409801862465
3,partial,24,0.62,-0.692887718216523
3,standard,25,0.5,-0.6929735515712528
3,projected,25,0.36,-0.6932119096743535
3,slider,25,0.68,-0.6927138812437835
3,partial,25,0.64,-0.6928433231492296
3,standard,26,0.46,-0.6929975524160235
3,projected,26,0.4,-0.6931998881356773
3,slider,26,0.68,-0.6926905969574899
3,partial,26,0.62,-0.6928436723597922
3,standard,27,0.52,-0.69294261042014
3,projected,27,0.4,-0.6931826302515703
3,slider,27,0.68,-0.6926755522439372
3,partial,27,0.64,-0.6928087521963125
3,standard,28,0.48,-0.6929546389207508
3,projected,28,0.42,-0.693167988329573
3,slider,28,0.72,-0.6926543947526731
3,partial,28,0.62,-0.6928041785410115
3,standard,29,0.46,-0.6930176752812058
3,projected,29,0.44,-0.6931564134785507
3,slider,29,0.72,-0.6926205181041386
3,partial,29,0.64,-0.6928187306021243
3,standard,30,0.48,-0.6929927687520535
3,projected,30,0.46,-0.6931384163082351
3,slider,30,0.7,-0.6926025649726375
3,partial,30,0.62,-0.6927973228204461
3,standard,31,0.44,-0.6930811242920032
3,projected,31,0.48,-0.6931534751277791
3,slider,31,0.7,-0.6925783669188723
3,partial,31,0.64,-0.6928294336253746
3,standard,32,0.44,-0.693106966283743
3,projected,32,0.44,-0.693168457749607
3,slider,32,0.7,-0.6925825715710826
3,partial,32,0.64,-0.6928444331981719
3,standard,33,0.46,-0.6931063353568732
3,projected,33,0.46,-0.6931233889188637
3,slider,33,0.72,-0.6925411965079608
3,partial,33,0.64,-0.6928234465849371
3,standard,34,0.48,-0.6930521076763456
3,projected,34,0.48,-0.6931138928866838
3,slider,34,0.72,-0.6925338751561466
3,partial,34,0.64,-0.6927926911289781
3,standard,35,0.46,-0.6929954532149486
3,projected,35,0.52,-0.6930913185583334
3,slider,35,0.74,-0.6924916825806992
3,partial,35,0.66,-0.6927432142689106
3,standard,36,0.5,-0.6929258713564264
