lambda,scale,alpha,condition,fit,spearman,topn_sign,test_ll,test_acc,combined,rating_partial_vs_standard
0.25,0.75,1.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,0.75,1.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,0.75,1.0,inference_affirm,partial,0.5086985367501137,0.48666666666666664,-0.6269717389937313,0.6681666666666667,0.24101593504172347,0.5947764873732289
0.25,0.75,1.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5947764873732289
0.25,0.75,1.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5947764873732289
0.25,0.75,1.0,inference_categories,partial,0.5825680430724066,0.5133333333333333,-0.6198647611785275,0.6815,0.30461735486953667,0.6604479766757748
0.25,0.75,1.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6604479766757748
0.25,0.75,1.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6604479766757748
0.25,1.0,0.0,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.0,0.0,inference_affirm,partial,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5233305446397016
0.25,1.0,0.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5233305446397016
0.25,1.0,0.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5233305446397016
0.25,1.0,0.0,inference_categories,partial,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.5163592973687741
0.25,1.0,0.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.5163592973687741
0.25,1.0,0.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5163592973687741
0.25,1.0,0.25,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.25,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.25,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.0,0.25,inference_affirm,partial,0.4822271137747671,0.48333333333333334,-0.594302306120893,0.7296666666666667,0.2244468902207169,0.584310125275199
0.25,1.0,0.25,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.584310125275199
0.25,1.0,0.25,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.584310125275199
0.25,1.0,0.25,inference_categories,partial,0.5215212591035568,0.48666666666666664,-0.5902519307237433,0.7281666666666666,0.2474272962184451,0.6165412109403656
0.25,1.0,0.25,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6165412109403656
0.25,1.0,0.25,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6165412109403656
0.25,1.0,0.5,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.5,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.5,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.0,0.5,inference_affirm,partial,0.5072596118783811,0.5033333333333333,-0.6063400307379593,0.7058333333333333,0.25696313927252384,0.6160665360681169
0.25,1.0,0.5,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6160665360681169
0.25,1.0,0.5,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6160665360681169
0.25,1.0,0.5,inference_categories,partial,0.5727514259664678,0.5233333333333333,-0.5982263490233619,0.7201666666666667,0.3097090463165672,0.6736011883823371
0.25,1.0,0.5,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6736011883823371
0.25,1.0,0.5,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6736011883823371
0.25,1.0,0.75,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.75,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,0.75,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.0,0.75,inference_affirm,partial,0.5171996105647273,0.5066666666666666,-0.6181423502964711,0.6841666666666666,0.2652664719490303,0.6225084862624927
0.25,1.0,0.75,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6225084862624927
0.25,1.0,0.75,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6225084862624927
0.25,1.0,0.75,inference_categories,partial,0.6006885815141545,0.5399999999999999,-0.6085971307388715,0.7025,0.3403442907570773,0.6990912716394142
0.25,1.0,0.75,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6990912716394142
0.25,1.0,0.75,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6990912716394142
0.25,1.0,1.0,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,1.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.0,1.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.0,1.0,inference_affirm,partial,0.5106245115275337,0.5166666666666667,-0.6282801460082038,0.6681666666666667,0.27197892243043353,0.6253744438734006
0.25,1.0,1.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6253744438734006
0.25,1.0,1.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6253744438734006
0.25,1.0,1.0,inference_categories,partial,0.6000020110202443,0.5399999999999999,-0.6186708308320732,0.6841666666666666,0.34000100551012213,0.6852129313519524
0.25,1.0,1.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6852129313519524
0.25,1.0,1.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6852129313519524
0.25,1.25,0.0,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.25,0.0,inference_affirm,partial,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5233305446397016
0.25,1.25,0.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5233305446397016
0.25,1.25,0.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5233305446397016
0.25,1.25,0.0,inference_categories,partial,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.5163592973687741
0.25,1.25,0.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.5163592973687741
0.25,1.25,0.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5163592973687741
0.25,1.25,0.25,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.25,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.25,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.25,0.25,inference_affirm,partial,0.48779097759558493,0.48666666666666664,-0.5955524510216398,0.728,0.2305621554644591,0.5910659344168054
0.25,1.25,0.25,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5910659344168054
0.25,1.25,0.25,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5910659344168054
0.25,1.25,0.25,inference_categories,partial,0.5339351542061489,0.4966666666666667,-0.5898903582022152,0.727,0.2636342437697411,0.6332445426932536
0.25,1.25,0.25,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6332445426932536
0.25,1.25,0.25,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6332445426932536
0.25,1.25,0.5,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.5,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.5,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.25,0.5,inference_affirm,partial,0.5114188550069094,0.5266666666666667,-0.6089454918856827,0.6991666666666667,0.2823760941701214,0.6412233484105396
0.25,1.25,0.5,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6412233484105396
0.25,1.25,0.5,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6412233484105396
0.25,1.25,0.5,inference_categories,partial,0.5907171685215364,0.5466666666666666,-0.5988868957563376,0.7161666666666666,0.3420252509274349,0.7010508553726514
0.25,1.25,0.5,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.7010508553726514
0.25,1.25,0.5,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.7010508553726514
0.25,1.25,0.75,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.75,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,0.75,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.25,0.75,inference_affirm,partial,0.515700036876537,0.5366666666666667,-0.6208080804186503,0.6821666666666667,0.29451668510493517,0.647974601177586
0.25,1.25,0.75,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.647974601177586
0.25,1.25,0.75,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.647974601177586
0.25,1.25,0.75,inference_categories,partial,0.6061841881278887,0.5533333333333333,-0.6093677652584206,0.7043333333333333,0.35642542739727767,0.7034776951921832
0.25,1.25,0.75,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.7034776951921832
0.25,1.25,0.75,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.7034776951921832
0.25,1.25,1.0,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,1.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.25,1.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.25,1.0,inference_affirm,partial,0.5122636139926916,0.5366666666666667,-0.6304382284837432,0.6658333333333334,0.2927984736630125,0.6447582166782202
0.25,1.25,1.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6447582166782202
0.25,1.25,1.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6447582166782202
0.25,1.25,1.0,inference_categories,partial,0.6014049377611944,0.5433333333333333,-0.6191212850604837,0.6845,0.3440358022139306,0.6881267327257188
0.25,1.25,1.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6881267327257188
0.25,1.25,1.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6881267327257188
0.25,1.5,0.0,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.5,0.0,inference_affirm,partial,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5233305446397016
0.25,1.5,0.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.5233305446397016
0.25,1.5,0.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5233305446397016
0.25,1.5,0.0,inference_categories,partial,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.5163592973687741
0.25,1.5,0.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.5163592973687741
0.25,1.5,0.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5163592973687741
0.25,1.5,0.25,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.25,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.25,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.5,0.25,inference_affirm,partial,0.4927823402067044,0.5,-0.5970967223675371,0.725,0.24639117010335218,0.608548517344719
0.25,1.5,0.25,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.608548517344719
0.25,1.5,0.25,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.608548517344719
0.25,1.5,0.25,inference_categories,partial,0.5469711215806038,0.5133333333333333,-0.589941903544636,0.7283333333333334,0.2868188941236352,0.6561514170154246
0.25,1.5,0.25,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6561514170154246
0.25,1.5,0.25,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6561514170154246
0.25,1.5,0.5,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.5,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.5,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.5,0.5,inference_affirm,partial,0.5150661504310539,0.5266666666666667,-0.6116749798852118,0.6955000000000001,0.2841997418821936,0.6416786986721326
0.25,1.5,0.5,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6416786986721326
0.25,1.5,0.5,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6416786986721326
0.25,1.5,0.5,inference_categories,partial,0.6004017501588318,0.55,-0.6000219714181878,0.7128333333333334,0.3502008750794159,0.7069869605895716
0.25,1.5,0.5,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.7069869605895716
0.25,1.5,0.5,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.7069869605895716
0.25,1.5,0.75,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.75,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,0.75,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.5,0.75,inference_affirm,partial,0.5133119067633001,0.5466666666666666,-0.6235845527002984,0.6778333333333334,0.30332262004831667,0.6570281783875093
0.25,1.5,0.75,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6570281783875093
0.25,1.5,0.75,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6570281783875093
0.25,1.5,0.75,inference_categories,partial,0.6108295958828829,0.56,-0.6107449945356209,0.7055,0.3654147979414414,0.7052535221250855
0.25,1.5,0.75,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.7052535221250855
0.25,1.5,0.75,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.7052535221250855
0.25,1.5,1.0,choice_only,partial,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,1.0,choice_only,projected,0.42759248875352834,0.44,-0.5967369976068932,0.7148333333333333,0.15379624437676417,0.5480776478364167
0.25,1.5,1.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5480776478364167
0.25,1.5,1.0,inference_affirm,partial,0.5085410092267997,0.5466666666666666,-0.6328499010339637,0.6618333333333334,0.30093717128006653,0.6505232106665054
0.25,1.5,1.0,inference_affirm,projected,0.43765966246919863,0.4533333333333333,-0.5912949352829103,0.7325,0.17216316456793265,0.6505232106665054
0.25,1.5,1.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.6505232106665054
0.25,1.5,1.0,inference_categories,partial,0.6004111708490315,0.5433333333333333,-0.6204089748582506,0.6821666666666667,0.34353891875784903,0.6828724199603032
0.25,1.5,1.0,inference_categories,projected,0.4373481831952301,0.44,-0.5933731445730398,0.7161666666666666,0.15867409159761509,0.6828724199603032
0.25,1.5,1.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6828724199603032
0.5,0.5,0.0,choice_only,partial,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.0,choice_only,projected,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5354085983678977
0.5,0.5,0.0,inference_affirm,partial,0.43307037756244754,0.44333333333333336,-0.6227507975712838,0.7353333333333333,0.1598685221145571,0.5093157713217077
0.5,0.5,0.0,inference_affirm,projected,0.43307037756244754,0.44333333333333336,-0.6227507975712838,0.7353333333333333,0.1598685221145571,0.5093157713217077
0.5,0.5,0.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5093157713217077
0.5,0.5,0.0,inference_categories,partial,0.43279941202132216,0.44333333333333336,-0.6243382200351931,0.7146666666666667,0.15973303934399444,0.5175769323735507
0.5,0.5,0.0,inference_categories,projected,0.43279941202132216,0.44333333333333336,-0.6243382200351931,0.7146666666666667,0.15973303934399444,0.5175769323735507
0.5,0.5,0.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5175769323735507
0.5,0.5,0.25,choice_only,partial,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.25,choice_only,projected,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.25,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5354085983678977
0.5,0.5,0.25,inference_affirm,partial,0.4586260212474213,0.48333333333333334,-0.6251123450029578,0.7326666666666667,0.212646343957044,0.5725760186273215
0.5,0.5,0.25,inference_affirm,projected,0.43307037756244754,0.44333333333333336,-0.6227507975712838,0.7353333333333333,0.1598685221145571,0.5725760186273215
0.5,0.5,0.25,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5725760186273215
0.5,0.5,0.25,inference_categories,partial,0.4684974457515679,0.44333333333333336,-0.62519657796425,0.7251666666666666,0.17758205620911724,0.5391243950381273
0.5,0.5,0.25,inference_categories,projected,0.43279941202132216,0.44333333333333336,-0.6243382200351931,0.7146666666666667,0.15973303934399444,0.5391243950381273
0.5,0.5,0.25,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5391243950381273
0.5,0.5,0.5,choice_only,partial,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.5,choice_only,projected,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.5,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5354085983678977
0.5,0.5,0.5,inference_affirm,partial,0.4696858011235776,0.4666666666666667,-0.63113678287287,0.7156666666666667,0.20150956722845548,0.5579304895203739
0.5,0.5,0.5,inference_affirm,projected,0.43307037756244754,0.44333333333333336,-0.6227507975712838,0.7353333333333333,0.1598685221145571,0.5579304895203739
0.5,0.5,0.5,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5579304895203739
0.5,0.5,0.5,inference_categories,partial,0.5089997567108054,0.4766666666666667,-0.6298043164463377,0.716,0.23116654502206938,0.5970272393729901
0.5,0.5,0.5,inference_categories,projected,0.43279941202132216,0.44333333333333336,-0.6243382200351931,0.7146666666666667,0.15973303934399444,0.5970272393729901
0.5,0.5,0.5,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5970272393729901
0.5,0.5,0.75,choice_only,partial,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.75,choice_only,projected,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,0.75,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5354085983678977
0.5,0.5,0.75,inference_affirm,partial,0.48034784873372177,0.4666666666666667,-0.6386506329201244,0.6873333333333334,0.20684059103352756,0.5621012494973887
0.5,0.5,0.75,inference_affirm,projected,0.43307037756244754,0.44333333333333336,-0.6227507975712838,0.7353333333333333,0.1598685221145571,0.5621012494973887
0.5,0.5,0.75,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5621012494973887
0.5,0.5,0.75,inference_categories,partial,0.5337350665905252,0.47,-0.6366307163429187,0.6946666666666667,0.23686753329526258,0.6009358326628501
0.5,0.5,0.75,inference_categories,projected,0.43279941202132216,0.44333333333333336,-0.6243382200351931,0.7146666666666667,0.15973303934399444,0.6009358326628501
0.5,0.5,0.75,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.6009358326628501
0.5,0.5,1.0,choice_only,partial,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,1.0,choice_only,projected,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.5,1.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5354085983678977
0.5,0.5,1.0,inference_affirm,partial,0.4858108147344679,0.4533333333333333,-0.6462695767570736,0.6628333333333334,0.19623874070056727,0.5480310746219674
0.5,0.5,1.0,inference_affirm,projected,0.43307037756244754,0.44333333333333336,-0.6227507975712838,0.7353333333333333,0.1598685221145571,0.5480310746219674
0.5,0.5,1.0,inference_affirm,standard,0.41226773904673714,0.44666666666666666,-0.6856767371795984,0.6713333333333333,0.15280053619003522,0.5480310746219674
0.5,0.5,1.0,inference_categories,partial,0.5427621471629234,0.4533333333333333,-0.6442310983697125,0.6728333333333333,0.22471440691479502,0.5794422347012316
0.5,0.5,1.0,inference_categories,projected,0.43279941202132216,0.44333333333333336,-0.6243382200351931,0.7146666666666667,0.15973303934399444,0.5794422347012316
0.5,0.5,1.0,inference_categories,standard,0.41737416046944015,0.43666666666666665,-0.6858578547520221,0.67,0.14535374690138675,0.5794422347012316
0.5,0.75,0.0,choice_only,partial,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.75,0.0,choice_only,projected,0.42453206230253254,0.43,-0.6262641226458932,0.7098333333333334,0.14226603115126626,0.5354085983678977
0.5,0.75,0.0,choice_only,standard,0.406589100439153,0.41000000000000003,-0.6861570323457477,0.6609999999999999,0.11329455021957648,0.5354085983678977
