lambda,scale,alpha,user_id,condition,fit,test_acc,test_ll,spearman,topn_sign,combined,rating_partial_vs_standard
0.1,0.5,0.0,1,inference_affirm,partial,0.815,-0.49642177238237567,0.5850411931260598,0.4,0.19252059656302994,0.404622291439098
0.1,0.5,0.0,1,inference_categories,standard,0.79,-0.6827289537757585,0.5265370738134538,0.5,0.2632685369067269,0.5098654856066839
0.1,0.5,0.0,1,inference_categories,projected,0.78,-0.4951866203605514,0.5423238996597125,0.5,0.27116194982985625,0.5098654856066839
0.1,0.5,0.0,1,inference_categories,partial,0.78,-0.4951866203605514,0.5423238996597125,0.5,0.27116194982985625,0.5098654856066839
0.1,0.5,0.0,2,choice_only,standard,0.725,-0.6835978859266434,0.4085544694142977,0.3,0.00427723470714883,0.37332842334590194
0.1,0.5,0.0,2,choice_only,projected,0.78,-0.47864571731513367,0.4013688380426894,0.2,-0.09931558097865528,0.37332842334590194
0.1,0.5,0.0,2,choice_only,partial,0.78,-0.47864571731513367,0.4013688380426894,0.2,-0.09931558097865528,0.37332842334590194
0.1,0.5,0.0,2,inference_affirm,standard,0.68,-0.6849851621106291,0.2946108862359383,0.2,-0.15269455688203085,0.5032078271349015
0.1,0.5,0.0,2,inference_affirm,projected,0.755,-0.5493652224150206,0.2997434800728013,0.2,-0.15012825996359933,0.5032078271349015
0.1,0.5,0.0,2,inference_affirm,partial,0.755,-0.5493652224150206,0.2997434800728013,0.2,-0.15012825996359933,0.5032078271349015
0.1,0.5,0.0,2,inference_categories,standard,0.685,-0.6871112450066102,0.22686064758934618,0.2,-0.18656967620532688,0.5396938962536932
0.1,0.5,0.0,2,inference_categories,projected,0.71,-0.563864943686111,0.2905048111664479,0.2,-0.15474759441677605,0.5396938962536932
0.1,0.5,0.0,2,inference_categories,partial,0.71,-0.563864943686111,0.2905048111664479,0.2,-0.15474759441677605,0.5396938962536932
0.1,0.5,0.0,3,choice_only,standard,0.71,-0.6826756077966502,0.5227869394046357,0.4,0.16139346970231788,0.6346238315142171
0.1,0.5,0.0,3,choice_only,projected,0.76,-0.49491135218169574,0.543628943633392,0.5,0.271814471816696,0.6346238315142171
0.1,0.5,0.0,3,choice_only,partial,0.76,-0.49491135218169574,0.543628943633392,0.5,0.271814471816696,0.6346238315142171
0.1,0.5,0.0,3,inference_affirm,standard,0.715,-0.6800873714892636,0.4524451751325835,0.4,0.12622258756629176,0.46856141920660144
0.1,0.5,0.0,3,inference_affirm,projected,0.74,-0.5026610624789281,0.4020769982464225,0.4,0.10103849912321128,0.46856141920660144
0.1,0.5,0.0,3,inference_affirm,partial,0.74,-0.5026610624789281,0.4020769982464225,0.4,0.10103849912321128,0.46856141920660144
0.1,0.5,0.0,3,inference_categories,standard,0.73,-0.682110328136842,0.5401552762619326,0.4,0.17007763813096632,0.6310927808730591
0.1,0.5,0.0,3,inference_categories,projected,0.765,-0.4862119307551908,0.554918362590635,0.5,0.2774591812953175,0.6310927808730591
0.1,0.5,0.0,3,inference_categories,partial,0.765,-0.4862119307551908,0.554918362590635,0.5,0.2774591812953175,0.6310927808730591
0.1,0.5,0.0,4,choice_only,standard,0.685,-0.682393453267213,0.26931267485398663,0.2,-0.16534366257300667,0.5026465227966207
0.1,0.5,0.0,4,choice_only,projected,0.705,-0.5567369008156501,0.2735471508737034,0.2,-0.1632264245631483,0.5026465227966207
0.1,0.5,0.0,4,choice_only,partial,0.705,-0.5567369008156501,0.2735471508737034,0.2,-0.1632264245631483,0.5026465227966207
0.1,0.5,0.0,4,inference_affirm,standard,0.67,-0.686100605424536,0.2718533604658167,0.4,0.035926680232908376,0.4433435993151031
0.1,0.5,0.0,4,inference_affirm,projected,0.69,-0.5902695035147013,0.1808121260419061,0.4,-0.009593936979046924,0.4433435993151031
0.1,0.5,0.0,4,inference_affirm,partial,0.69,-0.5902695035147013,0.1808121260419061,0.4,-0.009593936979046924,0.4433435993151031
