user_id,condition,n_trials,rating_partial_vs_standard,test_acc_standard,test_ll_standard,spearman_standard,topn_sign_standard,topn_overlap_standard,combined_standard,test_acc_projected,test_ll_projected,spearman_projected,topn_sign_projected,topn_overlap_projected,combined_projected,test_acc_partial,test_ll_partial,spearman_partial,topn_sign_partial,topn_overlap_partial,combined_partial,test_acc_blend,test_ll_blend,spearman_blend,topn_sign_blend,topn_overlap_blend,combined_blend
0,choice_only,20,0.4003054649447632,0.595,-0.6902030174418331,0.44886833303346246,0.7,0.6,0.42443416651673116,0.7,-0.6707169398887279,0.4871913333106154,0.6,0.5,0.3435956666553077,0.7,-0.6707169398887279,0.4871913333106154,0.6,0.5,0.3435956666553077,0.7,-0.6707169398887279,0.4871913333106154,0.6,0.5,0.3435956666553077
0,inference_affirm,20,0.9242750386947777,0.57,-0.6899192521728374,0.18835346944728398,0.2,0.4,-0.205823265276358,0.655,-0.7406971046247882,0.38119154530997945,0.3,0.4,-0.009404227345010285,0.75,-0.7410501661869223,0.58911420638815,0.5,0.4,0.294557103194075,0.75,-0.7410501661869223,0.58911420638815,0.5,0.4,0.294557103194075
0,inference_categories,20,0.7098058950293913,0.58,-0.6909694689444436,0.3184070554942181,0.4,0.6,0.059203527747109075,0.675,-0.6202534781436906,0.38159923680228963,0.5,0.6,0.19079961840114482,0.685,-1.45007500812934,0.4761836630182417,0.5,0.5,0.23809183150912086,0.685,-1.45007500812934,0.4761836630182417,0.5,0.5,0.23809183150912086
1,choice_only,20,0.4762216320544032,0.735,-0.6832765045589401,0.6639753223573535,0.5,0.5,0.33198766117867673,0.755,-0.4715031296154315,0.6259012129634354,0.5,0.5,0.3129506064817177,0.755,-0.4715031296154315,0.6259012129634354,0.5,0.5,0.3129506064817177,0.755,-0.4715031296154315,0.6259012129634354,0.5,0.5,0.3129506064817177
1,inference_affirm,20,0.24400115929251717,0.795,-0.6779140987710093,0.462461133613933,0.6,0.6,0.3312305668069665,0.77,-0.4183756427224943,0.5553248150625139,0.5,0.5,0.2776624075312569,0.735,-1.0687385149978166,0.6101143871171766,0.3,0.4,0.10505719355858828,0.735,-1.0687385149978166,0.6101143871171766,0.3,0.4,0.10505719355858828
1,inference_categories,20,0.31612741682669354,0.695,-0.6834422864309516,0.49682069574990784,0.4,0.5,0.14841034787495394,0.7,-0.5922083896133692,0.45874658635598975,0.3,0.4,0.029373293177994864,0.665,-1.1785913966795833,0.38817018845506823,0.3,0.5,-0.005914905772465895,0.665,-1.1785913966795833,0.38817018845506823,0.3,0.5,-0.005914905772465895
2,choice_only,20,0.547334321911166,0.715,-0.6839847732581353,0.28537221732958484,0.3,0.4,-0.05731389133520759,0.715,-0.601119383734328,0.3613346061151578,0.3,0.5,-0.019332696942421124,0.715,-0.601119383734328,0.3613346061151578,0.3,0.5,-0.019332696942421124,0.715,-0.601119383734328,0.3613346061151578,0.3,0.5,-0.019332696942421124
2,inference_affirm,20,0.6416538121416828,0.68,-0.6856568800255858,0.2935843674685657,0.3,0.6,-0.05320781626571716,0.72,-0.5534433634861226,0.3674937187193934,0.2,0.3,-0.11625314064030329,0.675,-1.0421152635781552,0.5266041276621476,0.3,0.3,0.06330206383107378,0.675,-1.0421152635781552,0.5266041276621476,0.3,0.3,0.06330206383107378
2,inference_categories,20,0.6966678196656464,0.735,-0.6837057826281858,0.23404627896095448,0.3,0.5,-0.08297686051952277,0.7,-0.572725128933562,0.2997434800728013,0.4,0.5,0.049871740036400686,0.745,-0.8584797009843567,0.5666383595896793,0.3,0.4,0.08331917979483966,0.745,-0.8584797009843567,0.5666383595896793,0.3,0.4,0.08331917979483966
3,choice_only,20,0.7374129946065836,0.735,-0.6851384699729786,0.4402873393324757,0.4,0.5,0.12014366966623788,0.81,-0.4320322441814119,0.45331359197544835,0.6,0.7,0.3266567959877241,0.81,-0.4320322441814119,0.45331359197544835,0.6,0.7,0.3266567959877241,0.81,-0.4320322441814119,0.45331359197544835,0.6,0.7,0.3266567959877241
3,inference_affirm,20,0.4347010642136925,0.69,-0.6865880593193278,0.4454978403896647,0.4,0.4,0.12274892019483238,0.625,-0.7530157968204766,0.3421562360887483,0.4,0.4,0.07107811804437417,0.575,-1.1371148897922452,0.34041940240301866,0.4,0.4,0.07020970120150935,0.575,-1.1371148897922452,0.34041940240301866,0.4,0.4,0.07020970120150935
3,inference_categories,20,0.6250069343735304,0.67,-0.6868292458388824,0.3421562360887483,0.4,0.5,0.07107811804437417,0.695,-0.5923227602495464,0.2683408044452366,0.3,0.4,-0.0658295977773817,0.585,-4.23243887238808,0.34649832030307254,0.5,0.5,0.17324916015153627,0.585,-4.23243887238808,0.34649832030307254,0.5,0.5,0.17324916015153627
4,choice_only,20,0.5676812489465689,0.56,-0.6912274183015208,0.2405182379199126,0.3,0.3,-0.07974088104004372,0.52,-1.052157185369035,0.14947700349600201,0.4,0.5,-0.02526149825199897,0.52,-1.052157185369035,0.14947700349600201,0.4,0.5,-0.02526149825199897,0.52,-1.052157185369035,0.14947700349600201,0.4,0.5,-0.02526149825199897
4,inference_affirm,20,0.23297110509229946,0.65,-0.6883256010218634,0.4945867991029189,0.5,0.4,0.24729339955145946,0.7,-0.6302426765640736,0.48061302823785357,0.5,0.6,0.24030651411892678,0.665,-1.3162310484080422,0.4179427831460453,0.3,0.3,0.008971391573022652,0.665,-1.3162310484080422,0.4179427831460453,0.3,0.3,0.008971391573022652
4,inference_categories,20,0.5213411037140062,0.57,-0.6907936731249432,0.2273913622587906,0.4,0.4,0.013695681129395329,0.615,-0.8438803480893334,0.2612671704165248,0.3,0.3,-0.06936641479173761,0.665,-1.1893149757409476,0.46155788614912807,0.3,0.4,0.030778943074564025,0.665,-1.1893149757409476,0.46155788614912807,0.3,0.4,0.030778943074564025
5,choice_only,20,0.4994815733915335,0.76,-0.6790122732455849,0.5599009377870842,0.4,0.3,0.1799504688935421,0.85,-0.35254923277978456,0.5590714549162885,0.4,0.3,0.17953572745814428,0.85,-0.35254923277978456,0.5590714549162885,0.4,0.3,0.17953572745814428,0.85,-0.35254923277978456,0.5590714549162885,0.4,0.3,0.17953572745814428
5,inference_affirm,20,0.8761228073268074,0.795,-0.6793588320421051,0.5151088627641174,0.4,0.3,0.1575544313820587,0.835,-0.3788732430452033,0.6129878415180077,0.4,0.3,0.20649392075900386,0.775,-0.4992189775954616,0.697595094339167,0.7,0.6,0.5487975471695834,0.775,-0.4992189775954616,0.697595094339167,0.7,0.6,0.5487975471695834
5,inference_categories,20,0.6897285176703656,0.75,-0.6795115556449953,0.5532650748207186,0.4,0.2,0.17663253741035934,0.815,-0.38206478228741203,0.6171352558719861,0.6,0.4,0.40856762793599305,0.68,-2.3564556946621957,0.4728052363535377,0.6,0.5,0.33640261817676886,0.68,-2.3564556946621957,0.4728052363535377,0.6,0.5,0.33640261817676886
6,choice_only,20,0.633846329553774,0.63,-0.6886253441575392,0.6073284766737193,0.4,0.5,0.20366423833685965,0.725,-0.5528377611618928,0.6268298497779212,0.5,0.5,0.3134149248889606,0.725,-0.5528377611618928,0.6268298497779212,0.5,0.5,0.3134149248889606,0.725,-0.5528377611618928,0.6268298497779212,0.5,0.5,0.3134149248889606
