lambda,gamma,alpha,qualtrics_id,condition,domain,fold,n_test,test_acc_std,test_ll_std,test_acc_part,test_ll_part,test_acc_blend,test_ll_blend,delta_ll,delta_acc
0.005,0.25,0.5,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,2,4,0.75,-0.6916850396000928,0.75,-0.8913035021147234,0.75,-0.5833728764499062,0.10831216315018655,0.0
0.005,0.25,0.5,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,3,4,0.75,-0.6917166981820564,0.5,-1.289393057660254,0.5,-0.6709406443322006,0.020776053849855813,-0.25
0.005,0.25,0.5,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,4,4,0.75,-0.6905830384527758,0.5,-0.9156562105812098,0.75,-0.5918852826421538,0.09869775581062201,0.0
0.005,0.25,0.5,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,0,4,1.0,-0.6920433577900249,0.75,-1.819109191154377,0.75,-0.6266164758425308,0.06542688194749413,-0.25
0.005,0.25,0.5,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,1,4,1.0,-0.6919164570325738,0.75,-2.6767971676019195,0.75,-0.8170298460982153,-0.1251133890656415,-0.25
0.005,0.25,0.5,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,2,4,0.75,-0.6928577825296892,0.25,-4.062496315514593,0.25,-1.300805580994718,-0.6079477984650289,-0.5
0.005,0.25,0.5,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,3,4,0.25,-0.6932254130917721,0.5,-1.624990331300433,0.5,-0.6494181027380233,0.04380731035374885,0.25
0.005,0.25,0.5,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,4,4,1.0,-0.6913179800919581,1.0,-0.005438207696819608,1.0,-0.14314953051796434,0.5481684495739938,0.0
0.005,0.25,0.5,R_7go085j249AymBb,inference_categories,dailydilemmas,0,4,0.5,-0.6920457681275483,0.5,-0.6883556617032289,0.5,-0.6511047667937819,0.040941001333766325,0.0
0.005,0.25,0.5,R_7go085j249AymBb,inference_categories,dailydilemmas,1,4,0.75,-0.6918687893093179,0.75,-0.5426324770977009,0.75,-0.6227796395991784,0.06908914971013957,0.0
0.005,0.25,0.5,R_7go085j249AymBb,inference_categories,dailydilemmas,2,4,0.75,-0.6916919699910548,1.0,-0.37671649917865907,1.0,-0.5914280554824438,0.10026391450861094,0.25
0.005,0.25,0.5,R_7go085j249AymBb,inference_categories,dailydilemmas,3,4,0.75,-0.6921476975615788,0.75,-0.5406302419836636,0.75,-0.6493791315824624,0.04276856597911638,0.0
0.005,0.25,0.5,R_7go085j249AymBb,inference_categories,dailydilemmas,4,4,0.5,-0.6933859969559947,0.5,-0.968239433567706,0.5,-0.6911749067913758,0.0022110901646188452,0.0
0.005,0.25,0.5,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,0,4,0.25,-0.6927821561848767,1.0,-0.5036912882551852,1.0,-0.6349765947671664,0.057805561417710316,0.75
0.005,0.25,0.5,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,1,4,0.75,-0.6925641341245401,0.5,-0.7177807936530318,0.5,-0.6715448642358233,0.02101926988871683,-0.25
0.005,0.25,0.5,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,2,4,0.75,-0.6928042560852457,1.0,-0.2910192435339089,1.0,-0.5552340149890187,0.13757024109622695,0.25
0.005,0.25,0.5,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,3,4,1.0,-0.6921312027011314,0.5,-0.8823078988741032,0.5,-0.7198047166963844,-0.027673513995252974,-0.5
0.005,0.25,0.5,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,4,4,0.75,-0.6925934243944709,0.5,-0.712478837988509,0.5,-0.6663900105255013,0.026203413868969627,-0.25
0.005,0.25,0.5,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,0,4,1.0,-0.6915691978027982,1.0,-0.3250935789681321,1.0,-0.5734994837155063,0.11806971408729194,0.0
0.005,0.25,0.5,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,1,4,0.5,-0.6922579912654148,0.75,-0.6003254162083985,0.75,-0.6022195505263774,0.09003844073903733,0.25
0.005,0.25,0.5,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,2,4,1.0,-0.6920351292436367,1.0,-0.407793501952458,1.0,-0.6069942205249246,0.08504090871871217,0.0
0.005,0.25,0.5,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,3,4,1.0,-0.6918581079995139,0.75,-0.2775473511820083,0.75,-0.5246817213454285,0.1671763866540854,-0.25
0.005,0.25,0.5,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,4,4,0.25,-0.693113923592781,0.5,-1.11990295379531,0.5,-0.751882076748575,-0.05876815315579398,0.25
0.005,0.25,0.5,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,0,4,0.5,-0.6934585289871318,0.5,-0.7535253909718804,0.5,-0.7001218274134859,-0.006663298426354158,0.0
0.005,0.25,0.5,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,1,4,0.75,-0.6924249223884483,0.75,-0.5260648954359247,0.75,-0.6150450761698433,0.07737984621860505,0.0
0.005,0.25,0.5,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,2,4,0.75,-0.6921256744126439,0.5,-0.5124262144490953,0.5,-0.6176288606587113,0.07449681375393269,-0.25
0.005,0.25,0.5,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,3,4,0.75,-0.6923140677501498,0.75,-0.49367146751310687,0.75,-0.6286279204525119,0.06368614729763789,0.0
0.005,0.25,0.5,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,4,4,0.75,-0.6924660984930848,0.75,-0.5003492197256179,0.75,-0.6271454424235339,0.06532065606955095,0.0
0.005,0.25,0.5,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,0,4,0.5,-0.6925040934732599,0.5,-0.6891724658951924,0.5,-0.5781266659593794,0.11437742751388047,0.0
0.005,0.25,0.5,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,1,4,0.25,-0.693942222109138,0.25,-1.2740749836571195,0.25,-0.7223128191962156,-0.028370597087077565,0.0
0.005,0.25,0.5,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,2,4,0.75,-0.6912821629528922,0.75,-0.5658228241259766,0.75,-0.6482069784966635,0.04307518445622871,0.0
0.005,0.25,0.5,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,3,4,0.5,-0.6924616239598635,0.75,-1.9011605628780042,0.75,-0.6871783715190153,0.005283252440848263,0.25
0.005,0.25,0.5,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,4,4,1.0,-0.6911718043804796,0.25,-3.992856247049451,0.25,-1.3383101849435723,-0.6471383805630927,-0.75
0.005,0.25,0.5,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,0,4,0.75,-0.6927384253042169,0.75,-0.6501601841180334,1.0,-0.6817460610262963,0.010992364277920608,0.25
0.005,0.25,0.5,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,1,4,0.5,-0.6927163458859349,0.5,-0.7208277680965538,0.5,-0.6933101470403774,-0.0005938011544425192,0.0
0.005,0.25,0.5,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,2,4,0.5,-0.6932754640605925,0.25,-0.9903488480102852,0.25,-0.7491050623049029,-0.05582959824431044,-0.25
0.005,0.25,0.5,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,3,4,0.75,-0.6926125292192916,0.75,-0.567288899445769,0.75,-0.6404805607068388,0.05213196851245283,0.0
0.005,0.25,0.5,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,4,4,0.75,-0.6926171705827615,0.75,-0.44676997899881327,0.75,-0.5701114732692725,0.12250569731348904,0.0
0.005,0.25,0.5,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,0,4,1.0,-0.6916563926178843,1.0,-2.7281800906937886e-06,1.0,-0.017144560362902236,0.674511832254982,0.0
0.005,0.25,0.5,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,1,4,0.75,-0.6913416045752215,0.5,-1.1158225582009251,0.5,-0.5149422622693653,0.1763993423058562,-0.25
0.005,0.25,0.5,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,2,4,0.75,-0.6917451406050665,0.5,-3.7005037157137624,0.5,-1.1606377112795456,-0.4688925706744791,-0.25
0.005,0.25,0.5,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,3,4,0.75,-0.6915415809271314,0.75,-2.015857473438092,0.75,-0.6402876612694709,0.05125391965766046,0.0
0.005,0.25,0.5,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,4,4,0.25,-0.6954732529707177,0.25,-9.067973394920152,0.25,-2.422559225195867,-1.7270859722251493,0.0
0.005,0.25,0.5,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,0,5,1.0,-0.6901900358599771,0.8,-0.36248374292272695,0.8,-0.44910617531471386,0.2410838605452632,-0.19999999999999996
0.005,0.25,0.5,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,1,5,0.6,-0.6912324351004475,0.6,-0.8036328212134638,0.6,-0.5532461855337762,0.13798624956667127,0.0
0.005,0.25,0.5,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,2,5,0.8,-0.691829432035987,0.6,-1.2672623015369573,0.6,-0.7695330657438382,-0.07770363370785116,-0.20000000000000007
0.005,0.25,0.5,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,3,5,0.6,-0.6903303706504949,0.8,-0.3051590493079076,0.8,-0.3312045718803194,0.3591257987701755,0.20000000000000007
0.005,0.25,0.5,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,0,4,0.75,-0.6919509454770811,0.25,-2.898970547973661,0.25,-1.0982145830493462,-0.406263637572265,-0.5
0.005,0.25,0.5,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,1,4,0.5,-0.693423134032705,0.75,-0.5464221626851874,0.75,-0.5814152446173291,0.11200788941537587,0.25
0.005,0.25,0.5,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,2,4,0.5,-0.692956189895669,0.75,-0.6421952248201198,0.75,-0.6657991685742464,0.027157021321422614,0.25
0.005,0.25,0.5,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,3,4,0.5,-0.6922843616630568,0.5,-1.8376703142988613,0.5,-0.8576340324671616,-0.1653496708041048,0.0
0.005,0.25,0.5,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,4,4,1.0,-0.6918221546867992,0.25,-2.0781989404840653,0.25,-0.9428100546686164,-0.25098789998181725,-0.75
0.005,0.25,0.5,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,0,4,0.5,-0.6921819867098238,0.5,-1.8958632641302826,0.5,-0.8791824108935262,-0.18700042418370244,0.0
0.005,0.25,0.5,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,1,4,0.75,-0.6927603848918005,0.25,-1.2823772251468475,0.25,-0.8076992965437232,-0.11493891165192271,-0.5
0.005,0.25,0.5,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,2,4,0.5,-0.6928712779217644,0.5,-0.8705178056599957,0.5,-0.6833385933571583,0.009532684564606098,0.0
0.005,0.25,0.5,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,3,4,0.75,-0.6917737093762071,1.0,-0.07980222206911808,1.0,-0.4257013946213896,0.26607231475481746,0.25
0.005,0.25,0.5,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,4,4,1.0,-0.691789791299691,0.75,-0.44644955836566497,0.75,-0.6005347171841722,0.09125507411551881,-0.25
0.005,0.25,0.5,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,0,4,0.75,-0.6911846470944386,0.75,-0.5626840549393748,0.75,-0.5945010142674261,0.09668363282701253,0.0
0.005,0.25,0.5,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,1,4,0.75,-0.69164818192401,1.0,-0.1222416157790758,1.0,-0.40761457224204456,0.28403360968196545,0.25
0.005,0.25,0.5,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,2,4,1.0,-0.6907843678215682,0.75,-0.4598317168277366,0.75,-0.5318969544433723,0.1588874133781959,-0.25
0.005,0.25,0.5,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,3,4,0.75,-0.6922579415528716,0.5,-0.6218699858966424,0.5,-0.6312742364281756,0.060983705124695975,-0.25
0.005,0.25,0.5,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,4,4,0.75,-0.6916794143622071,0.75,-0.5872466444920865,0.75,-0.5703862377381503,0.12129317662405681,0.0
0.005,0.25,0.5,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,0,4,0.5,-0.6935653153634046,0.25,-5.215302207582263,0.25,-1.4743580682060289,-0.7807927528426243,-0.25
0.005,0.25,0.5,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,1,4,0.75,-0.6922413992091314,0.0,-12.425206457916971,0.0,-3.411070460050692,-2.7188290608415606,-0.75
0.005,0.25,0.5,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,2,4,0.5,-0.6929267303893999,0.75,-2.861776647453473,0.75,-0.8328874054040022,-0.1399606750146023,0.25
0.005,0.25,0.5,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,3,4,1.0,-0.6920532080201354,0.5,-7.245313107416699,0.5,-2.5415734672435435,-1.8495202592234081,-0.5
0.005,0.25,0.5,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,4,4,0.5,-0.692874388257928,0.0,-8.809023426173882,0.0,-2.62446641684674,-1.9315920285888122,-0.5
0.005,0.25,0.5,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,0,4,0.5,-0.693771785100323,0.25,-1.1776635364724728,0.25,-0.7865146563231383,-0.09274287122281533,-0.25
0.005,0.25,0.5,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,1,4,1.0,-0.6920506137011905,0.75,-0.470665427426049,0.75,-0.6223767898002107,0.06967382390097976,-0.25
0.005,0.25,0.5,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,2,4,0.75,-0.692272194395104,0.5,-0.7363749216146249,0.5,-0.6935772313627291,-0.0013050369676250728,-0.25
0.005,0.25,0.5,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,3,4,0.25,-0.6935722697383494,0.25,-0.885388454733869,0.25,-0.7212780655365486,-0.027705795798199206,0.0
0.005,0.25,0.5,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,4,4,0.5,-0.69288341392352,0.5,-0.7206986544623887,0.5,-0.6888358688893492,0.004047545034170819,0.0
0.005,0.25,0.5,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,0,4,0.5,-0.6919869228690966,0.5,-0.6109155923629594,0.5,-0.6475960753788647,0.04439084749023192,0.0
0.005,0.25,0.5,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,1,4,0.75,-0.6927850648558612,0.5,-0.6843260014819326,0.5,-0.6902106087882411,0.002574456067620079,-0.25
0.005,0.25,0.5,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,2,4,0.5,-0.6932548429514276,0.5,-1.027931280840947,0.5,-0.7496695948148995,-0.05641475186347189,0.0
0.005,0.25,0.5,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,3,4,0.75,-0.6925621208023383,0.75,-0.6358171912759836,0.75,-0.6771689631625833,0.015393157639754906,0.0
0.005,0.25,0.5,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,4,4,0.0,-0.694777709820397,0.0,-1.0227091365289291,0.0,-0.7676311180908342,-0.07285340827043718,0.0
0.005,0.25,0.5,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,0,4,1.0,-0.6923263146045625,0.75,-0.630671539884726,0.75,-0.6607114558550407,0.03161485874952186,-0.25
0.005,0.25,0.5,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,1,4,1.0,-0.691702529524409,0.75,-0.4360991567417401,0.75,-0.6041567248512552,0.08754580467315387,-0.25
0.005,0.25,0.5,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,2,4,0.75,-0.6924378717203983,0.75,-0.5129751924632628,0.75,-0.6307516347884967,0.06168623693190156,0.0
0.005,0.25,0.5,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,3,4,1.0,-0.6922143155928429,1.0,-0.5426374250709808,1.0,-0.6520108154132518,0.04020350017959107,0.0
0.005,0.25,0.5,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,4,4,0.5,-0.6935217086981267,0.25,-1.0266084234303228,0.25,-0.760606354129687,-0.06708464543156034,-0.25
0.005,0.25,0.5,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,0,5,0.4,-0.6933243109022651,0.4,-0.8289140026097492,0.4,-0.710954914813802,-0.017630603911536924,0.0
0.005,0.25,0.5,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,1,5,0.4,-0.6935058840958112,0.4,-0.7573559557276541,0.4,-0.6995739401562372,-0.006068056060426041,0.0
0.005,0.25,0.5,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,2,5,0.4,-0.693025151606699,0.6,-0.5648994230423898,0.6,-0.6539499708434493,0.03907518076324967,0.19999999999999996
0.005,0.25,0.5,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,3,5,0.4,-0.693228696324342,0.4,-0.8024098376782127,0.4,-0.6923540591781007,0.0008746371462413638,0.0
0.005,0.25,0.5,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,0,4,0.0,-0.6941318405634145,0.5,-0.8100392597741533,0.5,-0.716570001140875,-0.02243816057746051,0.5
0.005,0.25,0.5,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,1,4,0.75,-0.6930678237544948,0.25,-0.7583280171075679,0.25,-0.7037000574532875,-0.010632233698792626,-0.5
0.005,0.25,0.5,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,2,4,0.25,-0.6935068931572397,0.25,-0.8325324791473807,0.25,-0.7242993302844634,-0.030792437127223682,0.0
0.005,0.25,0.5,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,3,4,0.25,-0.6936224990050501,0.5,-0.7531686440507427,0.5,-0.703954260506847,-0.010331761501796821,0.25
0.005,0.25,0.5,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,4,4,0.75,-0.6930774068097307,0.75,-0.7503403586071068,0.75,-0.6903280060879814,0.00274940072174934,0.0
0.005,0.25,0.5,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,0,4,0.75,-0.691414093721901,1.0,-0.35810082803819315,1.0,-0.5875457537375954,0.10386833998430556,0.25
0.005,0.25,0.5,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,1,4,1.0,-0.6911231568843574,1.0,-0.30613457923583925,1.0,-0.5468284586274079,0.14429469825694952,0.0
0.005,0.25,0.5,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,2,4,0.5,-0.6937110318112766,0.75,-0.6569348658477764,0.75,-0.664043938922085,0.02966709288919156,0.25
0.005,0.25,0.5,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,3,4,0.5,-0.6933484607438867,0.5,-0.6511167467945288,0.5,-0.6663009508892908,0.02704750985459592,0.0
0.005,0.25,0.5,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,4,4,1.0,-0.691460935575063,1.0,-0.33490630203498695,1.0,-0.5731306181412186,0.11833031743384448,0.0
0.005,0.25,0.5,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,0,4,0.5,-0.6933461948959684,0.75,-0.6343596067995828,0.75,-0.6776894775571529,0.015656717338815462,0.25
0.005,0.25,0.5,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,1,4,0.5,-0.6933979723363053,0.5,-0.7598053471563657,0.5,-0.7000338559789558,-0.006635883642650553,0.0
0.005,0.25,0.5,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,2,4,0.5,-0.692723397096704,0.25,-0.8001124309854895,0.25,-0.7101834350265477,-0.01746003792984363,-0.25
0.005,0.25,0.5,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,3,4,0.75,-0.693106248193503,0.5,-0.6156274798402042,0.5,-0.6708257326578912,0.022280515535611722,-0.25
0.005,0.25,0.5,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,4,4,0.25,-0.6938567634717323,0.25,-0.7138602010732263,0.25,-0.6974102813162064,-0.003553517844474108,0.0
0.005,0.25,0.5,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,0,4,0.75,-0.6919508583886247,0.5,-0.5980960054008865,0.5,-0.6598127596960787,0.032138098692546024,-0.25
0.005,0.25,0.5,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,1,4,0.5,-0.6920848654673555,0.75,-0.5161656178879886,0.75,-0.6282102300351173,0.06387463543223815,0.25
0.005,0.25,0.5,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,2,4,0.75,-0.6926821806338346,0.75,-0.7049216899505102,0.75,-0.6706871687118143,0.021995011922020247,0.0
0.005,0.25,0.5,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,3,4,0.5,-0.6925047484490472,0.5,-0.8679108996153049,0.5,-0.7086955291230306,-0.016190780673983385,0.0
0.005,0.25,0.5,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,4,4,0.5,-0.6936433799394314,0.5,-0.9077881815037874,0.5,-0.7263336814157898,-0.03269030147635843,0.0
0.005,0.25,0.5,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,0,5,0.8,-0.6915098669160649,0.6,-0.6069707085287842,0.6,-0.6106778225810423,0.08083204433502256,-0.20000000000000007
0.005,0.25,0.5,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,1,5,0.6,-0.690806185488559,0.6,-0.5073024341698609,0.6,-0.5933345724979298,0.09747161299062923,0.0
0.005,0.25,0.5,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,2,5,0.8,-0.6908536245536288,1.0,-0.36603975306666353,1.0,-0.5825155777513983,0.10833804680223047,0.19999999999999996
0.005,0.25,0.5,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,3,5,0.8,-0.6915137653328134,0.8,-0.5640620630946588,0.8,-0.6306164834642976,0.06089728186851584,0.0
0.005,0.25,0.5,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,0,4,0.75,-0.6925585495452946,0.5,-0.6344002044552951,0.5,-0.6671335604717628,0.025424989073531856,-0.25
0.005,0.25,0.5,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,1,4,0.5,-0.692981251064235,0.25,-0.7767636126781676,0.25,-0.6967407437773199,-0.0037594927130848443,-0.25
0.005,0.25,0.5,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,2,4,0.25,-0.693020012554981,0.75,-0.6479955267180136,0.75,-0.6762941811988982,0.016725831356082854,0.5
0.005,0.25,0.5,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,3,4,1.0,-0.6923061806371242,0.75,-0.5574859767304287,0.75,-0.6527909992851438,0.0395151813519804,-0.25
0.005,0.25,0.5,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,4,4,0.75,-0.6922461602262034,0.75,-0.5448313617038583,0.75,-0.6499373853076337,0.04230877491856977,0.0
0.005,0.25,0.5,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,0,5,1.0,-0.690222392201228,1.0,-0.24100025374748163,1.0,-0.5243900580538077,0.16583233414742038,0.0
0.005,0.25,0.5,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,1,5,0.8,-0.6912457920133276,1.0,-0.4021489610801372,1.0,-0.5918695417021598,0.09937625031116781,0.19999999999999996
0.005,0.25,0.5,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,2,5,0.6,-0.6923603456842805,0.6,-0.6594869156033487,0.6,-0.6491534535189337,0.04320689216534679,0.0
0.005,0.25,0.5,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,3,5,0.8,-0.6900271794005838,1.0,-0.2373955729933203,1.0,-0.4909564448405389,0.19907073456004487,0.19999999999999996
0.005,0.25,0.5,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,0,4,1.0,-0.6919280667454282,1.0,-0.3653047675081438,1.0,-0.5772246852279524,0.11470338151747572,0.0
0.005,0.25,0.5,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,1,4,0.5,-0.6928210627175507,0.5,-0.6021520665015394,0.5,-0.6624101754022486,0.03041088731530217,0.0
0.005,0.25,0.5,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,2,4,1.0,-0.6925045821357162,0.75,-0.5887762774591563,0.75,-0.6591918585152728,0.03331272362044335,-0.25
0.005,0.25,0.5,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,3,4,0.75,-0.6929586161800017,0.75,-0.8008405850412617,0.75,-0.6752165086419116,0.017742107538090024,0.0
0.005,0.25,0.5,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,4,4,0.75,-0.6921518574026817,0.5,-0.6008684755515017,0.5,-0.6360308779079887,0.05612097949469297,-0.25
0.005,0.25,0.5,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,0,4,0.75,-0.692169622767719,0.75,-0.5597961517922024,0.75,-0.6408011509711063,0.051368471796612636,0.0
0.005,0.25,0.5,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,1,4,0.5,-0.6921245155651763,0.5,-0.6527292686877388,0.5,-0.6472112749260273,0.04491324063914903,0.0
0.005,0.25,0.5,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,2,4,0.25,-0.6934837659178836,0.5,-0.8316313469947817,0.5,-0.7219455201194118,-0.02846175420152819,0.25
0.005,0.25,0.5,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,3,4,0.5,-0.6932357233524356,0.5,-0.8436697620203863,0.5,-0.7102396601819188,-0.0170039368294832,0.0
0.005,0.25,0.5,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,4,4,0.75,-0.6924225385240101,0.75,-0.5105225602616966,0.75,-0.6371536328327979,0.05526890569121223,0.0
0.005,0.25,0.5,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,0,4,0.5,-0.6926941351033684,0.5,-0.6330083950506806,0.5,-0.6624450969254518,0.030249038177916576,0.0
0.005,0.25,0.5,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,1,4,0.25,-0.6940710556215365,0.25,-0.7527264130085849,0.25,-0.6991326373971574,-0.0050615817756208825,0.0
0.005,0.25,0.5,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,2,4,0.25,-0.6938039134381895,0.25,-1.144738622448378,0.25,-0.7787569437365894,-0.08495303029839996,0.0
0.005,0.25,0.5,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,3,4,0.75,-0.6920861844549647,0.75,-0.5398171169726964,0.75,-0.6415145540617216,0.05057163039324308,0.0
0.005,0.25,0.5,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,4,4,1.0,-0.6918386995488164,1.0,-0.29374239240185185,1.0,-0.5634767500240028,0.1283619495248136,0.0
0.005,0.25,0.5,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,0,4,1.0,-0.6924009679036246,0.5,-0.6172023968689049,0.5,-0.6622692036141112,0.030131764289513363,-0.5
