lambda,gamma,alpha,qualtrics_id,condition,domain,fold,n_test,test_acc_std,test_ll_std,test_acc_part,test_ll_part,test_acc_blend,test_ll_blend,delta_ll,delta_acc
0.25,0.75,1.0,R_7f9o7q4AZOoP4ot,inference_categories,dailydilemmas,4,4,0.25,-0.6937483224132927,0.25,-0.7824233252714411,0.25,-0.7589812784740428,-0.06523295606075019,0.0
0.25,0.75,1.0,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,0,4,0.25,-0.6936107817399355,0.25,-0.7313056848176721,0.25,-0.7205018869481492,-0.026891105208213695,0.0
0.25,0.75,1.0,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,1,4,0.75,-0.6927597897553112,0.25,-0.9637016855976163,0.25,-0.8856507443666063,-0.19289095461129513,-0.5
0.25,0.75,1.0,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,2,4,0.5,-0.692882790314926,0.5,-0.7832454522075756,0.5,-0.7581628322638811,-0.0652800419489552,0.0
0.25,0.75,1.0,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,3,4,0.5,-0.6933126230141359,0.75,-0.7007761010345753,0.75,-0.6946896182106947,-0.0013769951965588723,0.25
0.25,0.75,1.0,R_1WHYlcDjJDcnUfD,inference_categories,dailydilemmas,4,4,0.5,-0.6933165620073277,0.25,-0.7522936751649082,0.25,-0.7336435259500391,-0.0403269639427114,-0.25
0.25,0.75,1.0,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,0,4,0.75,-0.6921669564928575,0.75,-0.6578297698300422,0.75,-0.6656361737643518,0.02653078272850573,0.0
0.25,0.75,1.0,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,1,4,1.0,-0.6919515344248186,0.5,-0.7018712918766322,0.5,-0.6992559275184116,-0.007304393093592987,-0.5
0.25,0.75,1.0,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,2,4,0.75,-0.6922742370254034,0.5,-0.7480857667126762,0.5,-0.7325628762572227,-0.040288639231819356,-0.25
0.25,0.75,1.0,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,3,4,0.75,-0.6922809472749593,0.75,-0.6813056942936795,0.75,-0.6833879420546309,0.00889300522032832,0.0
0.25,0.75,1.0,R_6Q0gBjey6IdfZpf,inference_categories,dailydilemmas,4,4,0.5,-0.6923239171830518,0.5,-0.698214759744941,0.5,-0.6963136293954347,-0.003989712212382979,0.0
0.25,0.75,1.0,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,0,4,0.75,-0.6912657817430935,0.5,-0.707222367556027,0.5,-0.7030139155482711,-0.011748133805177585,-0.25
0.25,0.75,1.0,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,1,4,0.75,-0.6910091198303364,0.75,-0.6657526181089364,0.75,-0.6718813199469862,0.019127799883350227,0.0
0.25,0.75,1.0,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,2,4,0.75,-0.6916135310151922,0.75,-0.6455677395191132,0.75,-0.6563657401150538,0.03524779090013841,0.0
0.25,0.75,1.0,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,3,4,0.75,-0.6912827721934094,1.0,-0.639920670183751,1.0,-0.6523985796331612,0.03888419256024822,0.25
0.25,0.75,1.0,R_1wzohnjOPhN82Wd,inference_categories,dailydilemmas,4,4,0.25,-0.6945114868894781,1.0,-0.6734637608981557,1.0,-0.6786651412331997,0.015846345656278404,0.75
0.25,0.75,1.0,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,0,4,0.5,-0.693099326816225,0.25,-0.7170114298472936,0.5,-0.7108517054309048,-0.01775237861467982,0.0
0.25,0.75,1.0,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,1,4,0.5,-0.6935456776381743,0.75,-0.7076648029499772,0.75,-0.7037222295870046,-0.01017655194883027,0.25
0.25,0.75,1.0,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,2,4,1.0,-0.6903881142268726,0.0,-0.7914794654487766,0.0,-0.7647545113383277,-0.0743663971114551,-1.0
0.25,0.75,1.0,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,3,4,0.75,-0.6910186881848221,0.75,-0.6562322666214639,0.75,-0.6644057570069819,0.02661293117784025,0.0
0.25,0.75,1.0,R_70kbQcqJL4Tkq6B,inference_categories,dailydilemmas,4,4,0.75,-0.6910584094419714,0.5,-0.7577333601954221,0.5,-0.7395987910378311,-0.048540381595859716,-0.25
0.25,0.75,1.0,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,0,4,0.25,-0.6927920742765155,0.25,-0.6850979276331404,0.25,-0.6868621135709556,0.005929960705559845,0.0
0.25,0.75,1.0,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,1,4,0.5,-0.6924913932327733,0.5,-0.6884226499713135,0.5,-0.6893250715440127,0.0031663216887606316,0.0
0.25,0.75,1.0,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,2,4,0.75,-0.6930215747126403,0.5,-0.7033635080991332,0.5,-0.7006550677915511,-0.0076334930789108135,-0.25
0.25,0.75,1.0,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,3,4,0.75,-0.6913539511353748,0.75,-0.6642643676298465,0.75,-0.6705912281366118,0.020762722998763028,0.0
0.25,0.75,1.0,R_6rftRMhNP0o6boD,inference_categories,dailydilemmas,4,4,1.0,-0.6911317756524363,1.0,-0.6662430612278534,1.0,-0.6724007712636885,0.018731004388747863,0.0
0.25,0.75,1.0,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,0,4,1.0,-0.6913708595536875,0.25,-0.8101969231477621,0.25,-0.7771447316110494,-0.08577387205736187,-0.75
0.25,0.75,1.0,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,1,4,0.75,-0.6912995160513344,0.75,-0.6312179308157283,0.75,-0.6449837015522506,0.04631581449908384,0.0
0.25,0.75,1.0,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,2,4,0.5,-0.6926591280607736,0.5,-0.751850239135583,0.5,-0.7356590554683053,-0.04299992740753178,0.0
0.25,0.75,1.0,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,3,4,0.75,-0.6920955861097676,1.0,-0.548187781077659,1.0,-0.5810025611328032,0.11109302497696438,0.25
0.25,0.75,1.0,R_6jv2PrGBJcO4of6,inference_categories,dailydilemmas,4,4,0.5,-0.6944162521312823,0.75,-0.5908088007152943,0.75,-0.6144291286244602,0.07998712350682213,0.25
0.25,0.75,1.0,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,0,4,0.75,-0.6901793664806752,1.0,-0.6684772824230493,1.0,-0.6738236617386572,0.016355704742018085,0.25
0.25,0.75,1.0,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,1,4,0.5,-0.6905398035230048,0.5,-0.6607357119331254,0.5,-0.6675195389505566,0.023020264572448212,0.0
0.25,0.75,1.0,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,2,4,0.75,-0.6916850396000928,0.75,-0.6489951846492639,0.75,-0.658600660573329,0.033084379026763755,0.0
0.25,0.75,1.0,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,3,4,0.75,-0.6917166981820564,0.75,-0.6628590584420999,0.75,-0.6689021481559703,0.022814550026086122,0.0
0.25,0.75,1.0,R_1dHqTtKKq3yQvmX,inference_categories,dailydilemmas,4,4,0.75,-0.6905830384527758,0.75,-0.6535533707750474,0.75,-0.662429076477161,0.028153961975614816,0.0
0.25,0.75,1.0,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,0,4,1.0,-0.6920433577900249,0.75,-0.6571354773548415,0.75,-0.665222756030118,0.02682060175990686,-0.25
0.25,0.75,1.0,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,1,4,1.0,-0.6919164570325738,1.0,-0.6406059039326599,1.0,-0.6531189274910405,0.03879752954153326,0.0
0.25,0.75,1.0,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,2,4,0.75,-0.6928577825296892,0.25,-0.7159846214470016,0.25,-0.7100866197345881,-0.017228837204898872,-0.5
0.25,0.75,1.0,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,3,4,0.25,-0.6932254130917721,0.25,-0.7056606824822633,0.25,-0.7019120424161482,-0.008686629324376138,0.0
0.25,0.75,1.0,R_1P81VK8fH860C4V,inference_categories,dailydilemmas,4,4,1.0,-0.6913179800919581,1.0,-0.6393914883465784,1.0,-0.6519331681956337,0.03938481189632437,0.0
0.25,0.75,1.0,R_7go085j249AymBb,inference_categories,dailydilemmas,0,4,0.5,-0.6920457681275483,0.5,-0.6638421017118982,0.5,-0.6704498370163898,0.02159593111115843,0.0
0.25,0.75,1.0,R_7go085j249AymBb,inference_categories,dailydilemmas,1,4,0.75,-0.6918687893093179,0.75,-0.6597831107926424,0.75,-0.6675185396904488,0.024350249618869113,0.0
0.25,0.75,1.0,R_7go085j249AymBb,inference_categories,dailydilemmas,2,4,0.75,-0.6916919699910548,1.0,-0.6558010236835018,1.0,-0.6645744192094526,0.027117550781602162,0.25
0.25,0.75,1.0,R_7go085j249AymBb,inference_categories,dailydilemmas,3,4,0.75,-0.6921476975615788,0.75,-0.6672729115092942,0.75,-0.6733772924387772,0.018770405122801592,0.0
0.25,0.75,1.0,R_7go085j249AymBb,inference_categories,dailydilemmas,4,4,0.5,-0.6933859969559947,0.5,-0.6921883201621185,0.5,-0.6918247257042264,0.0015612712517683036,0.0
0.25,0.75,1.0,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,0,4,0.25,-0.6927821561848767,0.5,-0.6863834792870389,0.5,-0.6879385565621421,0.004843599622734618,0.25
0.25,0.75,1.0,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,1,4,0.75,-0.6925641341245401,0.5,-0.6963385148240501,0.5,-0.695325254619176,-0.002761120494635949,-0.25
0.25,0.75,1.0,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,2,4,0.75,-0.6928042560852457,0.75,-0.6533906622010525,0.75,-0.6629707391471672,0.029833516938078453,0.0
0.25,0.75,1.0,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,3,4,1.0,-0.6921312027011314,0.25,-0.7600491636652458,0.25,-0.741986460416366,-0.04985525771523458,-0.75
0.25,0.75,1.0,R_6xzSCFMWRhzZIRg,inference_categories,dailydilemmas,4,4,0.75,-0.6925934243944709,0.25,-0.7017868940676388,0.25,-0.6994530278207953,-0.006859603426324412,-0.5
0.25,0.75,1.0,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,0,4,1.0,-0.6915691978027982,0.75,-0.6505111818412325,0.75,-0.6605346044399384,0.031034593362859852,-0.25
0.25,0.75,1.0,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,1,4,0.5,-0.6922579912654148,0.75,-0.6683656202582469,0.75,-0.673810471126567,0.01844752013884776,0.25
0.25,0.75,1.0,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,2,4,1.0,-0.6920351292436367,1.0,-0.6530188181332829,1.0,-0.6626088354260034,0.029426293817633398,0.0
0.25,0.75,1.0,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,3,4,1.0,-0.6918581079995139,1.0,-0.6344356193638083,1.0,-0.6483623675951737,0.04349574040434012,0.0
0.25,0.75,1.0,R_5EychZPB1u00qZH,inference_categories,dailydilemmas,4,4,0.25,-0.693113923592781,0.25,-0.7147392001026873,0.25,-0.7087764533015383,-0.015662529708757256,0.0
0.25,0.75,1.0,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,0,4,0.5,-0.6934585289871318,0.5,-0.6961602828727391,0.5,-0.6954184701466486,-0.0019599411595168093,0.0
0.25,0.75,1.0,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,1,4,0.75,-0.6924249223884483,0.75,-0.6665783318248426,0.75,-0.6728142547734317,0.01961066761501662,0.0
0.25,0.75,1.0,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,2,4,0.75,-0.6921256744126439,1.0,-0.6634792966468069,1.0,-0.6704873216293912,0.021638352783252768,0.25
0.25,0.75,1.0,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,3,4,0.75,-0.6923140677501498,0.75,-0.671573249151407,0.75,-0.6766321623846892,0.015681905365460658,0.0
0.25,0.75,1.0,R_59glCvaBnt5WTU6,inference_categories,dailydilemmas,4,4,0.75,-0.6924660984930848,0.75,-0.6797339431465085,0.75,-0.6828195317906613,0.009646566702423476,0.0
0.25,0.75,1.0,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,0,4,0.5,-0.6925040934732599,0.5,-0.6614969605341844,0.5,-0.6687255567632989,0.023778536709960996,0.0
0.25,0.75,1.0,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,1,4,0.25,-0.693942222109138,0.5,-0.701176257858243,0.5,-0.6989973423894672,-0.005055120280329173,0.25
0.25,0.75,1.0,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,2,4,0.75,-0.6912821629528922,0.75,-0.6593617864818562,0.75,-0.6671827665847744,0.024099396368117865,0.0
0.25,0.75,1.0,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,3,4,0.5,-0.6924616239598635,0.75,-0.6458991045416884,0.75,-0.6565760944351632,0.035885529524700366,0.25
0.25,0.75,1.0,R_1nBL27EvLs0Bkk4,inference_categories,dailydilemmas,4,4,1.0,-0.6911718043804796,0.5,-0.7201621035901165,0.5,-0.7122588276164044,-0.021087023235924707,-0.5
0.25,0.75,1.0,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,0,4,0.75,-0.6927384253042169,0.75,-0.6822426174852533,0.75,-0.6848462630607327,0.007892162243484213,0.0
0.25,0.75,1.0,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,1,4,0.5,-0.6927163458859349,0.25,-0.7006924717747706,0.25,-0.6986361681452984,-0.005919822259363494,-0.25
0.25,0.75,1.0,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,2,4,0.5,-0.6932754640605925,0.25,-0.7112006282080178,0.25,-0.7066123866138876,-0.013336922553295105,-0.25
0.25,0.75,1.0,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,3,4,0.75,-0.6926125292192916,1.0,-0.6767370164887379,1.0,-0.6806667458046226,0.011945783414669009,0.25
0.25,0.75,1.0,R_6FsUQnzEYAQwtwa,inference_categories,dailydilemmas,4,4,0.75,-0.6926171705827615,0.5,-0.6607029079839395,0.5,-0.6681378609377453,0.024479309645016212,-0.25
0.25,0.75,1.0,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,0,4,1.0,-0.6916563926178843,1.0,-0.4237950677368017,1.0,-0.47996448839584405,0.2116919042220402,0.0
0.25,0.75,1.0,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,1,4,0.75,-0.6913416045752215,0.75,-0.6858971470749058,0.75,-0.6863802383808434,0.004961366194378147,0.0
0.25,0.75,1.0,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,2,4,0.75,-0.6917451406050665,0.0,-0.8091154218959504,0.0,-0.7784601111707079,-0.08671497056564137,-0.75
0.25,0.75,1.0,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,3,4,0.75,-0.6915415809271314,0.5,-0.6281088998117101,0.5,-0.6389293058024069,0.05261227512472444,-0.25
0.25,0.75,1.0,R_5pX1jjp1Yu1RSN7,inference_categories,dailydilemmas,4,4,0.25,-0.6954732529707177,0.5,-0.6907583753786884,0.5,-0.6867022312568878,0.00877102171382993,0.25
0.25,0.75,1.0,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,0,5,1.0,-0.6901900358599771,1.0,-0.5490897425258188,1.0,-0.5812834762980646,0.10890655956191242,0.0
0.25,0.75,1.0,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,1,5,0.6,-0.6912324351004475,0.6,-0.6288794573958548,0.6,-0.6431968074963097,0.04803562760413782,0.0
0.25,0.75,1.0,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,2,5,0.8,-0.691829432035987,0.6,-0.6683046266669315,0.6,-0.6738281036329818,0.018001328403005168,-0.20000000000000007
0.25,0.75,1.0,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,3,5,0.6,-0.6903303706504949,0.8,-0.5578400863947902,0.8,-0.5838340865648941,0.10649628408560075,0.20000000000000007
0.25,0.75,1.0,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,0,4,0.75,-0.6919509454770811,0.5,-0.7168883304691733,0.5,-0.7104627449632782,-0.018511799486197078,-0.25
0.25,0.75,1.0,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,1,4,0.5,-0.693423134032705,0.5,-0.7016700105491736,0.5,-0.6993035328099706,-0.00588039877726565,0.0
0.25,0.75,1.0,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,2,4,0.5,-0.692956189895669,0.75,-0.6843582750002716,0.75,-0.6864042498378359,0.0065519400578331055,0.25
0.25,0.75,1.0,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,3,4,0.5,-0.6922843616630568,0.25,-0.7228410884781568,0.25,-0.7148891914202455,-0.022604829757188694,-0.25
0.25,0.75,1.0,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,4,4,1.0,-0.6918221546867992,0.25,-0.7143949226559858,0.25,-0.7081529554374648,-0.01633080075066562,-0.75
0.25,0.75,1.0,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,0,4,0.5,-0.6921819867098238,0.5,-0.6951115767508115,0.5,-0.6942620298673683,-0.002080043157544509,0.0
0.25,0.75,1.0,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,1,4,0.75,-0.6927603848918005,0.25,-0.7419810733753417,0.25,-0.7289181707016079,-0.03615778580980744,-0.5
0.25,0.75,1.0,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,2,4,0.5,-0.6928712779217644,0.5,-0.7037935861646092,0.5,-0.7006136301963515,-0.007742352274587083,0.0
0.25,0.75,1.0,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,3,4,0.75,-0.6917737093762071,1.0,-0.6098751446699147,1.0,-0.6296416122932199,0.06213209708298717,0.25
0.25,0.75,1.0,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,4,4,1.0,-0.691789791299691,0.75,-0.6680486178658125,0.75,-0.673712840652219,0.018076950647471945,-0.25
0.25,0.75,1.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,0,4,0.75,-0.6911846470944386,0.25,-0.7299103930786996,0.25,-0.7197519083348315,-0.028567261240392883,-0.5
0.25,0.75,1.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,1,4,0.75,-0.69164818192401,0.75,-0.6080468261497574,0.75,-0.6267670420445149,0.06488113987949506,0.0
0.25,0.75,1.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,2,4,1.0,-0.6907843678215682,1.0,-0.5738808813655751,1.0,-0.6016208703397122,0.08916349748185592,0.0
0.25,0.75,1.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,3,4,0.75,-0.6922579415528716,1.0,-0.6401754856098919,1.0,-0.6525298089310898,0.039728132621781764,0.25
0.25,0.75,1.0,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,4,4,0.75,-0.6916794143622071,0.75,-0.6538318928269142,0.75,-0.6616255215539664,0.03005389280824078,0.0
0.25,0.75,1.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,0,4,0.5,-0.6935653153634046,0.25,-0.8413478777648553,0.25,-0.801397221822445,-0.1078319064590404,-0.25
0.25,0.75,1.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,1,4,0.75,-0.6922413992091314,0.0,-0.9323527972014906,0.0,-0.8666777122633165,-0.17443631305418505,-0.75
0.25,0.75,1.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,2,4,0.5,-0.6929267303893999,1.0,-0.5985298660590826,1.0,-0.6197952320009291,0.07313149838847077,0.5
0.25,0.75,1.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,3,4,1.0,-0.6920532080201354,0.5,-0.8050344902717576,0.5,-0.7730039170355585,-0.08095070901542312,-0.5
0.25,0.75,1.0,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,4,4,0.5,-0.692874388257928,0.5,-0.8178455411231176,0.5,-0.7841491011347796,-0.09127471287685163,0.0
0.25,0.75,1.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,0,4,0.5,-0.693771785100323,0.5,-0.7061171764066159,0.5,-0.7027197117130403,-0.00894792661271726,0.0
0.25,0.75,1.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,1,4,1.0,-0.6920506137011905,1.0,-0.655828917338037,1.0,-0.6646779303950628,0.027372683306127632,0.0
0.25,0.75,1.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,2,4,0.75,-0.692272194395104,0.75,-0.6706084355838369,0.75,-0.6759153755718221,0.016356818823281882,0.0
0.25,0.75,1.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,3,4,0.25,-0.6935722697383494,0.25,-0.699381398394696,0.25,-0.6975883466166563,-0.004016076878306851,0.0
0.25,0.75,1.0,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,4,4,0.5,-0.69288341392352,0.5,-0.6828178786637431,0.5,-0.6851137902943338,0.007769623629186206,0.0
0.25,0.75,1.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,0,4,0.5,-0.6919869228690966,0.5,-0.6740268183245852,0.5,-0.6781616421320178,0.013825280737078782,0.0
0.25,0.75,1.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,1,4,0.75,-0.6927850648558612,1.0,-0.67991307410914,0.75,-0.6830976566138909,0.009687408241970341,0.0
0.25,0.75,1.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,2,4,0.5,-0.6932548429514276,0.5,-0.6987597016905237,0.5,-0.6972431064397638,-0.003988263488336252,0.0
0.25,0.75,1.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,3,4,0.75,-0.6925621208023383,1.0,-0.6764742760071738,1.0,-0.6804662391120344,0.012095881690303845,0.25
0.25,0.75,1.0,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,4,4,0.0,-0.694777709820397,0.0,-0.7317748266657247,0.0,-0.7223303473450973,-0.027552637524700274,0.0
0.25,0.75,1.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,0,4,1.0,-0.6923263146045625,1.0,-0.6685165850220912,1.0,-0.6743946401861859,0.01793167441837662,0.0
0.25,0.75,1.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,1,4,1.0,-0.691702529524409,0.75,-0.6679201833903006,0.75,-0.6737453716974086,0.01795715782700047,-0.25
0.25,0.75,1.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,2,4,0.75,-0.6924378717203983,0.5,-0.677111802106695,0.5,-0.6807932570683632,0.011644614652035035,-0.25
0.25,0.75,1.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,3,4,1.0,-0.6922143155928429,0.5,-0.6828212795439548,0.5,-0.6851429587973221,0.0070713567955207335,-0.5
0.25,0.75,1.0,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,4,4,0.5,-0.6935217086981267,0.5,-0.7099865448699326,0.5,-0.7057489038027501,-0.012227195104623445,0.0
0.25,0.75,1.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,0,5,0.4,-0.6933243109022651,0.4,-0.6949715314218394,0.4,-0.6945014856540552,-0.0011771747517901332,0.0
0.25,0.75,1.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,1,5,0.4,-0.6935058840958112,0.4,-0.6887294413068037,0.4,-0.6898722657467673,0.0036336183490438545,0.0
0.25,0.75,1.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,2,5,0.4,-0.693025151606699,1.0,-0.68092903506357,1.0,-0.6839349641835206,0.009090187423178353,0.6
0.25,0.75,1.0,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,3,5,0.4,-0.693228696324342,0.4,-0.6894927726471457,0.4,-0.6903149282924907,0.0029137680318512826,0.0
0.25,0.75,1.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,0,4,0.0,-0.6941318405634145,0.5,-0.6972162461010897,0.5,-0.6964410792499486,-0.0023092386865340986,0.5
0.25,0.75,1.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,1,4,0.75,-0.6930678237544948,0.5,-0.6903323431539126,0.5,-0.6910053621714249,0.0020624615830698856,-0.25
0.25,0.75,1.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,2,4,0.25,-0.6935068931572397,0.25,-0.7087321096249226,0.25,-0.7048623386412378,-0.011355445483998139,0.0
0.25,0.75,1.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,3,4,0.25,-0.6936224990050501,0.0,-0.6999992053579924,0.0,-0.6983989695476255,-0.004776470542575351,-0.25
0.25,0.75,1.0,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,4,4,0.75,-0.6930774068097307,0.5,-0.691384300185151,0.5,-0.6917522829257315,0.0013251238839991908,-0.25
0.25,0.75,1.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,0,4,0.75,-0.691414093721901,0.5,-0.660488077314797,0.5,-0.6679273800701131,0.023486713651787894,-0.25
0.25,0.75,1.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,1,4,1.0,-0.6911231568843574,1.0,-0.6501892230315501,1.0,-0.6601553298211917,0.030967827063165698,0.0
0.25,0.75,1.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,2,4,0.5,-0.6937110318112766,0.5,-0.7024732677444105,0.5,-0.6998539144826288,-0.006142882671352212,0.0
0.25,0.75,1.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,3,4,0.5,-0.6933484607438867,0.5,-0.6843309337551382,0.5,-0.6863065674787295,0.00704189326515714,0.0
0.25,0.75,1.0,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,4,4,1.0,-0.691460935575063,1.0,-0.6527841938660016,1.0,-0.6622898957016782,0.029171039873384874,0.0
0.25,0.75,1.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,0,4,0.5,-0.6933461948959684,0.5,-0.6943387120235918,0.5,-0.6939884127737508,-0.0006422178777824028,0.0
0.25,0.75,1.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,1,4,0.5,-0.6933979723363053,0.5,-0.702074097364849,0.5,-0.6997917448610371,-0.006393772524731833,0.0
0.25,0.75,1.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,2,4,0.5,-0.692723397096704,0.5,-0.6945122942814164,0.5,-0.6940324833518612,-0.0013090862551571325,0.0
0.25,0.75,1.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,3,4,0.75,-0.693106248193503,0.75,-0.6895249692807532,0.75,-0.690412005560328,0.0026942426331749703,0.0
0.25,0.75,1.0,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,4,4,0.25,-0.6938567634717323,0.25,-0.7045607697528491,0.25,-0.7018566527391534,-0.007999889267421123,0.0
0.25,0.75,1.0,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,0,4,0.75,-0.6919508583886247,0.5,-0.6826264318914428,0.5,-0.684915565588314,0.007035292800310677,-0.25
