condition,lambda,gamma,alpha,test_ll_std,test_ll_part,test_ll_blend,test_acc_std,test_acc_part,test_acc_blend,delta_ll,delta_acc,n_obs
choice_only,0.05,0.75,1.0,-0.6926096445676121,-0.6548652643993677,-0.6619170763104428,0.6177419354838709,0.6298387096774193,0.6298387096774193,0.030692568257169248,0.012096774193548385,62
choice_only,0.05,1.0,0.0,-0.6926096445676121,-0.6548652643993677,-0.6548652643993677,0.6177419354838709,0.6298387096774193,0.6298387096774193,0.03774438016824445,0.012096774193548385,62
choice_only,0.05,1.0,0.25,-0.6926096445676121,-0.6548652643993677,-0.6548652643993677,0.6177419354838709,0.6298387096774193,0.6298387096774193,0.03774438016824445,0.012096774193548385,62
choice_only,0.05,1.0,0.5,-0.6926096445676121,-0.6548652643993677,-0.6548652643993677,0.6177419354838709,0.6298387096774193,0.6298387096774193,0.03774438016824445,0.012096774193548385,62
choice_only,0.05,1.0,0.75,-0.6926096445676121,-0.6548652643993677,-0.6548652643993677,0.6177419354838709,0.6298387096774193,0.6298387096774193,0.03774438016824445,0.012096774193548385,62
choice_only,0.05,1.0,1.0,-0.6926096445676121,-0.6548652643993677,-0.6548652643993677,0.6177419354838709,0.6298387096774193,0.6298387096774193,0.03774438016824445,0.012096774193548385,62
choice_only,0.1,0.0,0.0,-0.6926096445676121,-0.6666656455954367,-0.6926096445676121,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.0,0.0,62
choice_only,0.1,0.0,0.25,-0.6926096445676121,-0.6666656455954367,-0.6926096445676121,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.0,0.0,62
choice_only,0.1,0.0,0.5,-0.6926096445676121,-0.6666656455954367,-0.6926096445676121,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.0,0.0,62
choice_only,0.1,0.0,0.75,-0.6926096445676121,-0.6666656455954367,-0.6926096445676121,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.0,0.0,62
choice_only,0.1,0.0,1.0,-0.6926096445676121,-0.6666656455954367,-0.6926096445676121,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.0,0.0,62
choice_only,0.1,0.25,0.0,-0.6926096445676121,-0.6666656455954367,-0.6851914116856432,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.007418232881968822,-1.7906822977825105e-18,62
choice_only,0.1,0.25,0.25,-0.6926096445676121,-0.6666656455954367,-0.6851914116856432,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.007418232881968822,-1.7906822977825105e-18,62
choice_only,0.1,0.25,0.5,-0.6926096445676121,-0.6666656455954367,-0.6851914116856432,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.007418232881968822,-1.7906822977825105e-18,62
choice_only,0.1,0.25,0.75,-0.6926096445676121,-0.6666656455954367,-0.6851914116856432,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.007418232881968822,-1.7906822977825105e-18,62
choice_only,0.1,0.25,1.0,-0.6926096445676121,-0.6666656455954367,-0.6851914116856432,0.6177419354838709,0.6185483870967742,0.6177419354838709,0.007418232881968822,-1.7906822977825105e-18,62
choice_only,0.1,0.5,0.0,-0.6926096445676121,-0.6666656455954367,-0.6783996381251436,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.01421000644246846,0.0008064516129032247,62
choice_only,0.1,0.5,0.25,-0.6926096445676121,-0.6666656455954367,-0.6783996381251436,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.01421000644246846,0.0008064516129032247,62
choice_only,0.1,0.5,0.5,-0.6926096445676121,-0.6666656455954367,-0.6783996381251436,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.01421000644246846,0.0008064516129032247,62
choice_only,0.1,0.5,0.75,-0.6926096445676121,-0.6666656455954367,-0.6783996381251436,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.01421000644246846,0.0008064516129032247,62
choice_only,0.1,0.5,1.0,-0.6926096445676121,-0.6666656455954367,-0.6783996381251436,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.01421000644246846,0.0008064516129032247,62
choice_only,0.1,0.75,0.0,-0.6926096445676121,-0.6666656455954367,-0.6722277889148988,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.020381855652713315,0.0008064516129032247,62
choice_only,0.1,0.75,0.25,-0.6926096445676121,-0.6666656455954367,-0.6722277889148988,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.020381855652713315,0.0008064516129032247,62
choice_only,0.1,0.75,0.5,-0.6926096445676121,-0.6666656455954367,-0.6722277889148988,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.020381855652713315,0.0008064516129032247,62
choice_only,0.1,0.75,0.75,-0.6926096445676121,-0.6666656455954367,-0.6722277889148988,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.020381855652713315,0.0008064516129032247,62
choice_only,0.1,0.75,1.0,-0.6926096445676121,-0.6666656455954367,-0.6722277889148988,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.020381855652713315,0.0008064516129032247,62
choice_only,0.1,1.0,0.0,-0.6926096445676121,-0.6666656455954367,-0.6666656455954367,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.025943998972175378,0.0008064516129032247,62
choice_only,0.1,1.0,0.25,-0.6926096445676121,-0.6666656455954367,-0.6666656455954367,0.6177419354838709,0.6185483870967742,0.6185483870967742,0.025943998972175378,0.0008064516129032247,62
