persona_id,condition,trial,accuracy,log_likelihood
1,standard,21,0.7,-0.8805262721081689
1,projected,21,0.88,-0.35830694528270357
1,slider,21,0.8,-0.5011763849326242
1,partial,21,0.76,-0.5164760433840058
1,standard,22,0.68,-0.996300456800802
1,projected,22,0.84,-0.3553344037802596
1,slider,22,0.76,-0.5156802999379896
1,partial,22,0.82,-0.5596300687657144
1,standard,23,0.66,-0.8795116421609402
1,projected,23,0.86,-0.35066352318237537
1,slider,23,0.76,-0.5115085702507886
1,partial,23,0.82,-0.5126918453956367
1,standard,24,0.66,-0.8797608486422911
1,projected,24,0.82,-0.3576393634771765
1,slider,24,0.76,-0.5211896403236387
1,partial,24,0.82,-0.5144974393124986
1,standard,25,0.66,-0.8809676686423435
1,projected,25,0.82,-0.42056931399805597
1,slider,25,0.76,-0.5346726097095378
1,partial,25,0.78,-0.5215360121692239
1,standard,26,0.66,-0.8809384961289095
1,projected,26,0.82,-0.42089753423195636
1,slider,26,0.74,-0.5483828981937466
1,partial,26,0.78,-0.5214501879956032
1,standard,27,0.7,-0.8808619420155097
1,projected,27,0.82,-0.42000525111682313
1,slider,27,0.74,-0.5474185359407229
1,partial,27,0.8,-0.522968751436791
1,standard,28,0.68,-0.8835927819960813
1,projected,28,0.84,-0.4183811646022037
1,slider,28,0.68,-0.6319272238408502
1,partial,28,0.78,-0.5252173859264151
1,standard,29,0.68,-0.8612804378157722
1,projected,29,0.82,-0.39186999094418595
1,slider,29,0.72,-0.6059090087804695
1,partial,29,0.74,-0.5138041780906824
1,standard,30,0.68,-0.8613084593508954
1,projected,30,0.82,-0.3892609393990885
1,slider,30,0.68,-0.7690991062029746
1,partial,30,0.74,-0.5141933171455588
1,standard,31,0.72,-0.8271330984297017
1,projected,31,0.84,-0.3590066452033951
1,slider,31,0.66,-0.8017949208725629
1,partial,31,0.74,-0.4965590088170472
1,standard,32,0.78,-0.702327591388062
1,projected,32,0.86,-0.35439301990346483
1,slider,32,0.7,-0.7650755522529669
1,partial,32,0.76,-0.45860433980794363
1,standard,33,0.78,-0.7028237542865664
1,projected,33,0.84,-0.3626410827316131
1,slider,33,0.7,-0.711219280529928
1,partial,33,0.76,-0.4628096435096422
1,standard,34,0.78,-0.7027842221002413
1,projected,34,0.84,-0.3614521453373307
1,slider,34,0.74,-0.6680690583883394
1,partial,34,0.76,-0.4611038789849185
1,standard,35,0.76,-0.720730682045079
1,projected,35,0.84,-0.3468008476154735
1,slider,35,0.68,-0.7105281258603197
1,partial,35,0.76,-0.47994128026693245
1,standard,36,0.76,-0.7651857143833238
1,projected,36,0.84,-0.34616214553055935
1,slider,36,0.64,-0.7786889706583066
1,partial,36,0.76,-0.5059690903326974
1,standard,37,0.78,-0.8839073699930874
1,projected,37,0.84,-0.3445362391238862
1,slider,37,0.78,-0.6383149854040842
1,partial,37,0.78,-0.5394745925529008
1,standard,38,0.74,-0.6949844888733553
1,projected,38,0.84,-0.33923644976826994
1,slider,38,0.76,-0.5332939459645641
1,partial,38,0.78,-0.4355372353084377
1,standard,39,0.78,-0.5876869719278295
1,projected,39,0.84,-0.3395701380861313
1,slider,39,0.78,-0.5555585567111199
1,partial,39,0.78,-0.4260905376027128
1,standard,40,0.78,-0.588378512317011
1,projected,40,0.84,-0.3471138381615278
1,slider,40,0.8,-0.5557220135225983
1,partial,40,0.78,-0.42580733046686037
1,standard,41,0.78,-0.5833274535076469
1,projected,41,0.84,-0.3450146564422448
1,slider,41,0.8,-0.5133567733270641
1,partial,41,0.82,-0.4113800955413027
1,standard,42,0.78,-0.5832620689943645
1,projected,42,0.84,-0.3445544862614834
1,slider,42,0.82,-0.47658497040125153
1,partial,42,0.82,-0.41095288684780285
1,standard,43,0.78,-0.5830675876265982
1,projected,43,0.82,-0.3434846340590914
1,slider,43,0.82,-0.47717439285897734
1,partial,43,0.82,-0.4121100707690442
