lambda,scale,alpha,user_id,condition,fit,test_acc,test_ll,spearman,topn_sign,combined,rating_partial_vs_standard
0.1,0.5,0.0,18,inference_categories,projected,0.81,-0.6320776123820885,0.27715984635543095,0.4,0.0385799231777155,0.5085348908026972
0.1,0.5,0.0,18,inference_categories,partial,0.81,-0.6320776123820885,0.27715984635543095,0.4,0.0385799231777155,0.5085348908026972
0.1,0.5,0.0,19,choice_only,standard,0.73,-0.6906635581388365,0.07989558937626004,0.5,0.03994779468813002,0.5124810925030633
0.1,0.5,0.0,19,choice_only,projected,0.76,-0.5932958311778291,0.09986948672032507,0.5,0.049934743360162535,0.5124810925030633
0.1,0.5,0.0,19,choice_only,partial,0.76,-0.5932958311778291,0.09986948672032507,0.5,0.049934743360162535,0.5124810925030633
0.1,0.5,0.0,19,inference_affirm,standard,0.67,-0.6910936213360154,0.12598919863179472,0.5,0.06299459931589736,0.5287766693347934
0.1,0.5,0.0,19,inference_affirm,projected,0.75,-0.609259099503317,0.17208280788732935,0.5,0.08604140394366468,0.5287766693347934
0.1,0.5,0.0,19,inference_affirm,partial,0.75,-0.609259099503317,0.17208280788732935,0.5,0.08604140394366468,0.5287766693347934
0.1,0.5,0.0,19,inference_categories,standard,0.73,-0.6909037092590478,0.13520792048290164,0.5,0.06760396024145082,0.5201550267567502
0.1,0.5,0.0,19,inference_categories,projected,0.77,-0.601451492107877,0.16747344696177588,0.5,0.08373672348088794,0.5201550267567502
0.1,0.5,0.0,19,inference_categories,partial,0.77,-0.601451492107877,0.16747344696177588,0.5,0.08373672348088794,0.5201550267567502
0.1,0.5,0.0,20,choice_only,standard,0.76,-0.691172029216984,0.45632581870336475,0.5,0.22816290935168237,0.6330167727022934
0.1,0.5,0.0,20,choice_only,projected,0.79,-0.5836841716761564,0.4743981283549832,0.6,0.33719906417749157,0.6330167727022934
0.1,0.5,0.0,20,choice_only,partial,0.79,-0.5836841716761564,0.4743981283549832,0.6,0.33719906417749157,0.6330167727022934
0.1,0.5,0.0,20,inference_affirm,standard,0.82,-0.6915979319239525,0.4713860767463801,0.6,0.33569303837319003,0.48400393648642853
0.1,0.5,0.0,20,inference_affirm,projected,0.82,-0.6010751517800029,0.445783638073254,0.6,0.322891819036627,0.48400393648642853
0.1,0.5,0.0,20,inference_affirm,partial,0.82,-0.6010751517800029,0.445783638073254,0.6,0.322891819036627,0.48400393648642853
0.1,0.5,0.0,20,inference_categories,standard,0.72,-0.6915745940731394,0.5286150573098384,0.6,0.36430752865491917,0.505647356602292
0.1,0.5,0.0,20,inference_categories,projected,0.78,-0.611005138805291,0.5376512121356476,0.6,0.3688256060678238,0.505647356602292
0.1,0.5,0.0,20,inference_categories,partial,0.78,-0.611005138805291,0.5376512121356476,0.6,0.3688256060678238,0.505647356602292
0.1,0.5,0.0,21,choice_only,standard,0.56,-0.692314421531253,-0.15174488582920076,0.2,-0.37587244291460037,0.6520186927182666
0.1,0.5,0.0,21,choice_only,projected,0.56,-0.6671493146753084,-0.10057509874726096,0.3,-0.2502875493736305,0.6520186927182666
0.1,0.5,0.0,21,choice_only,partial,0.56,-0.6671493146753084,-0.10057509874726096,0.3,-0.2502875493736305,0.6520186927182666
0.1,0.5,0.0,21,inference_affirm,standard,0.51,-0.6929154596459197,-0.01588027874956752,0.3,-0.20794013937478378,0.5614445007554005
0.1,0.5,0.0,21,inference_affirm,projected,0.55,-0.6835530566688094,0.08293034458107483,0.3,-0.1585348277094626,0.5614445007554005
0.1,0.5,0.0,21,inference_affirm,partial,0.55,-0.6835530566688094,0.08293034458107483,0.3,-0.1585348277094626,0.5614445007554005
0.1,0.5,0.0,21,inference_categories,standard,0.37,-0.6936052417491909,0.33877927999077384,0.2,-0.13061036000461307,0.6265968663446422
0.1,0.5,0.0,21,inference_categories,projected,0.46,-0.7068591015526566,0.34583718165724825,0.3,-0.027081409171375886,0.6265968663446422
0.1,0.5,0.0,21,inference_categories,partial,0.46,-0.7068591015526566,0.34583718165724825,0.3,-0.027081409171375886,0.6265968663446422
0.1,0.5,0.0,22,choice_only,standard,0.74,-0.6912395396959462,0.4271813556413058,0.2,-0.08640932217934708,0.45055283056044354
0.1,0.5,0.0,22,choice_only,projected,0.76,-0.6026075333912787,0.3478064415863335,0.2,-0.12609677920683324,0.45055283056044354
0.1,0.5,0.0,22,choice_only,partial,0.76,-0.6026075333912787,0.3478064415863335,0.2,-0.12609677920683324,0.45055283056044354
