participant_id,qualtrics_response_id,condition,domain,n_trials,loo_random,loo_proj_only,loo_proj_alpha,h1_augmented,h1_baseline,h2_signed_likert,h3_aug_minus_base
R_1COpLrS5QhrecV5,R_1COpLrS5QhrecV5,choice_only,movies_100,20,0.4,0.55,,0.55,0.4,2.0,0.0
R_3oFROtmYHR1zqOw,R_3oFROtmYHR1zqOw,inference_categories,movies_100,20,0.45,0.75,0.7,0.7,0.75,-2.0,-4.0
R_69aDvTgwujgRy6L,R_69aDvTgwujgRy6L,inference_affirm,movies_100,20,0.75,0.75,0.8,0.8,0.75,2.0,-1.0
R_7pSWhPsTf9F5c1o,R_7pSWhPsTf9F5c1o,inference_affirm,movies_100,20,0.65,0.2,0.35,0.35,0.2,-1.0,0.0
R_3Mi1UL805w0v008,R_3Mi1UL805w0v008,choice_only,movies_100,20,0.5,0.65,,0.65,0.5,-1.0,0.0
R_3GHTaN9RqcxhKBe,R_3GHTaN9RqcxhKBe,choice_only,movies_100,20,0.6,0.4,,0.4,0.6,2.0,2.0
R_6j8nxo6qvgSfY7U,R_6j8nxo6qvgSfY7U,choice_only,movies_100,20,0.45,0.6,,0.6,0.45,2.0,4.0
R_7LLjqoAhNO051pD,R_7LLjqoAhNO051pD,inference_categories,movies_100,20,0.55,0.4,0.4,0.4,0.4,-1.0,0.0
R_7gRAVEMRLNYjk89,R_7gRAVEMRLNYjk89,choice_only,movies_100,20,0.5,0.7,,0.7,0.5,2.0,5.0
R_5nrg1vDapRuvJJm,R_5nrg1vDapRuvJJm,inference_affirm,movies_100,20,0.85,0.7,0.75,0.75,0.7,3.0,0.0
R_6KxCA93f08N3Rpf,R_6KxCA93f08N3Rpf,inference_affirm,movies_100,20,0.65,0.6,0.65,0.65,0.6,3.0,-1.0
R_6Sv3GzH9UuKerEt,R_6Sv3GzH9UuKerEt,inference_affirm,movies_100,20,0.45,0.4,0.4,0.4,0.4,-2.0,-1.0
R_7hlbHbLme5sL3GN,R_7hlbHbLme5sL3GN,inference_categories,movies_100,20,0.3,0.45,0.65,0.65,0.45,-1.0,-1.0
R_7EuToaDES350MEK,R_7EuToaDES350MEK,inference_affirm,movies_100,20,0.5,0.8,0.8,0.8,0.8,2.0,0.0
R_71mXhZerzi0tsQo,R_71mXhZerzi0tsQo,inference_affirm,movies_100,20,0.3,0.9,0.9,0.9,0.9,3.0,0.0
R_5dSaVQl2ujYA1PO,R_5dSaVQl2ujYA1PO,inference_categories,movies_100,20,0.6,0.55,0.6,0.6,0.55,1.0,-1.0
R_6h53tWyyxpUpdlm,R_6h53tWyyxpUpdlm,inference_categories,movies_100,20,0.65,0.55,0.55,0.55,0.55,2.0,0.0
R_7De9Q3haICnfPOV,R_7De9Q3haICnfPOV,inference_affirm,movies_100,20,0.65,0.5,0.5,0.5,0.5,2.0,4.0
R_1DRVxk3ZTeloukX,R_1DRVxk3ZTeloukX,inference_categories,movies_100,20,0.6,0.8,0.8,0.8,0.8,2.0,-2.0
R_5ojdFjoSjD2SVCi,R_5ojdFjoSjD2SVCi,inference_categories,movies_100,20,0.5,0.45,0.6,0.6,0.45,2.0,4.0
R_1wRA6qr2Vu5fJ56,R_1wRA6qr2Vu5fJ56,inference_categories,movies_100,20,0.65,0.75,0.6,0.6,0.75,-1.0,0.0
R_7c1xls9yvgWnBre,R_7c1xls9yvgWnBre,inference_affirm,movies_100,20,0.5,0.8,0.8,0.8,0.8,2.0,2.0
R_7PnVbyjfOZ1qjWD,R_7PnVbyjfOZ1qjWD,inference_categories,movies_100,20,0.45,0.65,0.6,0.6,0.65,3.0,3.0
R_6Svr1GkygpwHI1R,R_6Svr1GkygpwHI1R,inference_affirm,movies_100,20,0.5,0.7,0.6,0.6,0.7,-1.0,-1.0
R_1OYTwWOAqP6XHYW,R_1OYTwWOAqP6XHYW,choice_only,movies_100,20,0.4,0.5,,0.5,0.4,-3.0,-3.0
R_5BsxaQxO1LKpxXY,R_5BsxaQxO1LKpxXY,choice_only,movies_100,20,0.75,0.6,,0.6,0.75,1.0,2.0
