user_id,condition,n_trials,rating_partial_vs_standard,test_acc_random_projection,test_ll_random_projection,spearman_random_projection,topn_sign_random_projection,topn_overlap_random_projection,combined_random_projection,test_acc_projection_only,test_ll_projection_only,spearman_projection_only,topn_sign_projection_only,topn_overlap_projection_only,combined_projection_only,test_acc_projection_alpha,test_ll_projection_alpha,spearman_projection_alpha,topn_sign_projection_alpha,topn_overlap_projection_alpha,combined_projection_alpha
0,choice_only,20,0.4399421782128885,0.6,-0.6748716651230644,0.27799851904915146,0.4,1.0,0.03899925952457575,0.75,-0.7976268280820398,0.3814398284627892,0.3,1.0,-0.009280085768605423,0.75,-0.7976268280820398,0.3814398284627892,0.3,1.0,-0.009280085768605423
0,inference_affirm,20,0.8998933501327455,0.4,-0.7043815262307763,-0.058185736545171236,0.1,1.0,-0.42909286827258564,0.5,-0.8708226282865483,0.07111590022187594,0.3,1.0,-0.16444204988906203,0.5,-0.6912400051052524,0.42023031949290335,0.3,1.0,0.010115159746451663
0,inference_categories,20,0.396461638017316,0.55,-0.6618189651539628,0.21334770066562786,0.3,1.0,-0.09332614966718608,0.6,-0.7592461060739859,-0.2262778643423326,0.1,1.0,-0.5131389321711664,0.55,-0.6808973413140469,0.04525557286846651,0.3,1.0,-0.17737221356576677
1,choice_only,20,0.5273298447072097,0.4,-0.7106722610543044,0.2376160518026745,0.5,1.0,0.11880802590133725,0.35,-1.2380682551409525,0.2813874297663251,0.5,1.0,0.14069371488316254,0.35,-1.2380682551409525,0.2813874297663251,0.5,1.0,0.14069371488316254
1,inference_affirm,20,0.615142082677772,0.55,-0.6909401461556427,-0.09379580992210836,0.1,1.0,-0.4468979049610542,0.4,-0.8893551118405032,-0.07503664793768669,0.2,1.0,-0.33751832396884335,0.55,-0.6837086571219837,0.09379580992210836,0.1,1.0,-0.35310209503894585
1,inference_categories,20,0.9325033035283826,0.45,-0.7024276577240153,-0.2626282677819034,0.2,1.0,-0.4313141338909517,0.4,-0.9568410397908444,0.3564240777040118,0.3,1.0,-0.02178796114799411,0.6,-0.6949331712175886,0.38768934767804786,0.4,1.0,0.09384467383902395
2,choice_only,20,0.45968097249666845,0.5,-0.7047011810288601,-0.058185736545171236,0.2,1.0,-0.3290928682725856,0.25,-1.3726491008181716,-0.12283655492869483,0.2,1.0,-0.3614182774643474,0.25,-1.3726491008181716,-0.12283655492869483,0.2,1.0,-0.3614182774643474
2,inference_affirm,20,0.634026994469894,0.35,-0.7169222251638036,-0.3814398284627892,0.2,1.0,-0.4907199142313946,0.5,-1.1737600131872208,0.006465081838352358,0.1,1.0,-0.39676745908082384,0.5,-0.7051910407607573,-0.16162704595880897,0.2,1.0,-0.38081352297940446
2,inference_categories,20,0.923223221873102,0.15,-0.7373178835668643,-0.1874873733122184,0.2,1.0,-0.3937436866561092,0.1,-1.546789590428522,0.14869688228210426,0.3,1.0,-0.12565155885894788,0.1,-0.7464666442296845,0.4073001558161986,0.4,1.0,0.10365007790809933
3,choice_only,20,0.975502945799737,0.2,-0.7373289185097538,-0.49959672366232943,0.1,1.0,-0.6497983618311647,0.4,-1.0129297898524015,0.5741633988358116,0.3,1.0,0.08708169941790578,0.4,-1.0129297898524015,0.5741633988358116,0.3,1.0,0.08708169941790578
3,inference_affirm,20,0.6863155771797673,0.45,-0.7125556152759072,0.32063670324597265,0.3,1.0,-0.039681648377013684,0.65,-0.8123870112610516,0.45485671855824034,0.3,1.0,0.027428359279120157,0.7,-0.6341230389738348,0.6338167389745971,0.3,1.0,0.11690836948729855
3,inference_categories,20,0.9208571275710654,0.65,-0.6872384135189793,-0.06711000765613381,0.1,1.0,-0.43355500382806694,0.65,-0.6977482162424988,0.5592500638011151,0.3,1.0,0.07962503190055753,0.75,-0.6401378487012737,0.5145100586970258,0.3,1.0,0.0572550293485129
4,choice_only,20,0.7090585117594257,0.4,-0.7189315260492526,0.17508551185460225,0.5,1.0,0.08754275592730112,0.5,-0.7997534731237688,0.3314118617247829,0.6,1.0,0.2657059308623914,0.5,-0.7997534731237688,0.3314118617247829,0.6,1.0,0.2657059308623914
4,inference_affirm,20,0.9137481564605582,0.55,-0.6894977238837694,-0.1875916198442167,0.3,1.0,-0.29379580992210835,0.65,-0.6367456002995668,0.32515880772997563,0.6,1.0,0.2625794038649878,0.55,-0.6828063290905397,0.5565218055378429,0.4,1.0,0.17826090276892148
4,inference_categories,20,0.872397528805621,0.1,-0.7338291634819303,0.3501710237092045,0.3,1.0,-0.024914488145397762,0.3,-1.2337418700598284,0.5252565355638068,0.3,1.0,0.06262826778190339,0.3,-0.737293977119972,0.7191012094028307,0.5,1.0,0.35955060470141537
5,choice_only,20,0.750084669911034,0.4,-0.7166706826939684,-0.4719509741997222,0.2,1.0,-0.5359754870998611,0.7,-0.8831748354395218,-0.03232540919176179,0.2,1.0,-0.31616270459588086,0.7,-0.8831748354395218,-0.03232540919176179,0.2,1.0,-0.31616270459588086
5,inference_affirm,20,0.8103914515200134,0.6,-0.6834598751858388,-0.1745572096355137,0.2,1.0,-0.38727860481775683,0.4,-0.9071319812765006,0.006465081838352358,0.4,1.0,-0.09676745908082379,0.2,-0.7272087118327267,0.006465081838352358,0.4,1.0,-0.09676745908082379
5,inference_categories,20,0.8572966939981492,0.4,-0.702069558696626,-0.20041753698892312,0.3,1.0,-0.30020876849446154,0.25,-1.2390110175228244,0.43316048316960803,0.4,1.0,0.11658024158480404,0.25,-0.7381897836123351,0.3167890100792656,0.4,1.0,0.05839450503963281
6,choice_only,20,0.4072045382613008,0.4,-0.7014670935817674,-0.10924619871982703,0.3,1.0,-0.2546230993599135,0.5,-1.3187398355478173,-0.25945972195958916,0.3,1.0,-0.3297298609797946,0.5,-1.3187398355478173,-0.25945972195958916,0.3,1.0,-0.3297298609797946
6,inference_affirm,20,0.7083998882096507,0.3,-0.7255991655356355,0.2526318345396,0.3,1.0,-0.07368408273020002,0.5,-0.8077701103640239,0.43698479487930814,0.3,1.0,0.018492397439654057,0.45,-0.6887744084470125,0.6076819803790378,0.3,1.0,0.10384099018951887
6,inference_categories,20,0.7232984416871061,0.5,-0.7055945392299205,0.3345664835794702,0.3,1.0,-0.0327167582102649,0.35,-1.1887647061604638,0.5940262055390594,0.3,1.0,0.09701310276952968,0.45,-0.7295559452119148,0.5189194439191783,0.4,1.0,0.15945972195958918
7,choice_only,20,0.20217009135394404,0.35,-0.7234523280027245,0.4719509741997222,0.4,1.0,0.13597548709986113,0.45,-1.078337169578394,0.12283655492869483,0.3,1.0,-0.1385817225356526,0.45,-1.078337169578394,0.12283655492869483,0.3,1.0,-0.1385817225356526
