qualtrics_id,condition,domain,t,fit,test_acc,test_ll
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,8,projection_alpha,0.5,-0.6924324059662014
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,9,random_projection,0.5555555555555556,-0.6941117340918816
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,9,projection_only,0.6666666666666666,-0.6544486458453203
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,9,projection_alpha,0.5555555555555556,-0.6914658381154131
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,10,random_projection,0.6,-0.6934947896307068
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,10,projection_only,0.7,-0.6292668482585319
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,10,projection_alpha,0.7,-0.6895758479512328
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,11,random_projection,0.6363636363636364,-0.6933093496797835
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,11,projection_only,0.5454545454545454,-0.6352279625945901
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,11,projection_alpha,0.5454545454545454,-0.6914995485588662
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,12,random_projection,0.5833333333333334,-0.6931059994858809
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,12,projection_only,0.5833333333333334,-0.6192917971883184
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,12,projection_alpha,0.5833333333333334,-0.6924992586556854
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,13,random_projection,0.6153846153846154,-0.6936418477945997
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,13,projection_only,0.6923076923076923,-0.6129891978346641
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,13,projection_alpha,0.5384615384615384,-0.6940634989533433
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,14,random_projection,0.5,-0.695083958696208
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,14,projection_only,0.6428571428571429,-0.630005956814432
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,14,projection_alpha,0.5714285714285714,-0.693954658626927
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,15,random_projection,0.5333333333333333,-0.6948678767414052
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,15,projection_only,0.6,-0.6714024056829058
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,15,projection_alpha,0.5333333333333333,-0.6944318456263233
