lambda,scale,alpha,qualtrics_id,fold,n_test,test_acc,test_ll
0.05,0.5,0.25,R_7rNeEq8TvAxjqdL,4,4,0.75,-0.585086496167643
0.05,0.5,0.25,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7600767698131868
0.05,0.5,0.25,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6555902010122805
0.05,0.5,0.25,R_7QAkOtO6FETwKSv,2,4,0.5,-0.7526002808447569
0.05,0.5,0.25,R_7QAkOtO6FETwKSv,3,4,0.25,-0.7027080699725072
0.05,0.5,0.25,R_7QAkOtO6FETwKSv,4,4,0.5,-0.7068170121892373
0.05,0.5,0.5,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6945779817656477
0.05,0.5,0.5,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6600134051082905
0.05,0.5,0.5,R_5EfMjMbx1z8Kvhl,2,4,0.5,-0.6692873391414772
0.05,0.5,0.5,R_5EfMjMbx1z8Kvhl,3,4,1.0,-0.6117391092781703
0.05,0.5,0.5,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6318013289251873
0.05,0.5,0.5,R_56aT1YjmRtKACUH,0,4,1.0,-0.6559647535946285
0.05,0.5,0.5,R_56aT1YjmRtKACUH,1,4,0.5,-0.7402631445165788
0.05,0.5,0.5,R_56aT1YjmRtKACUH,2,4,0.5,-0.6651673326950095
0.05,0.5,0.5,R_56aT1YjmRtKACUH,3,4,0.5,-0.6683113291953298
0.05,0.5,0.5,R_56aT1YjmRtKACUH,4,4,0.25,-0.7052021475819881
0.05,0.5,0.5,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6140226929554494
0.05,0.5,0.5,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7693760566421446
0.05,0.5,0.5,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.702818793978404
0.05,0.5,0.5,R_3HS2lsaEfcZSuXu,3,4,0.75,-0.6204240708261821
0.05,0.5,0.5,R_3HS2lsaEfcZSuXu,4,4,0.75,-0.608641347658359
0.05,0.5,0.5,R_6HoVfVJSFl7IrlL,0,4,0.5,-0.6825356987255685
0.05,0.5,0.5,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6129146647936463
0.05,0.5,0.5,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.7244095226208309
0.05,0.5,0.5,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6319040630895468
0.05,0.5,0.5,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6121875842428759
0.05,0.5,0.5,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.7358014982638557
0.05,0.5,0.5,R_5Q5TZ5csoblHSvA,1,4,0.75,-0.6769086558062327
0.05,0.5,0.5,R_5Q5TZ5csoblHSvA,2,4,0.75,-0.6797152229117025
0.05,0.5,0.5,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.7139273428460479
0.05,0.5,0.5,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6798119141126684
0.05,0.5,0.5,R_18H831wJaDlPwgg,0,4,0.5,-0.6708399910768013
0.05,0.5,0.5,R_18H831wJaDlPwgg,1,4,1.0,-0.5305035476097899
0.05,0.5,0.5,R_18H831wJaDlPwgg,2,4,0.5,-0.6067874804806398
0.05,0.5,0.5,R_18H831wJaDlPwgg,3,4,1.0,-0.4851196658635767
0.05,0.5,0.5,R_18H831wJaDlPwgg,4,4,1.0,-0.5129300389763057
0.05,0.5,0.5,R_12mMAseFwoOpgqC,0,4,0.5,-0.6427728953390814
0.05,0.5,0.5,R_12mMAseFwoOpgqC,1,4,0.5,-0.6433057740457626
0.05,0.5,0.5,R_12mMAseFwoOpgqC,2,4,0.25,-0.71301174512671
0.05,0.5,0.5,R_12mMAseFwoOpgqC,3,4,0.5,-0.6924065835991773
0.05,0.5,0.5,R_12mMAseFwoOpgqC,4,4,0.75,-0.6323437384499511
0.05,0.5,0.5,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6243116068509779
0.05,0.5,0.5,R_7ojvA7NDI10RoKR,1,5,1.0,-0.5853420780632759
0.05,0.5,0.5,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6226126592901937
0.05,0.5,0.5,R_7ojvA7NDI10RoKR,3,5,1.0,-0.5827093188178705
0.05,0.5,0.5,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.7611701561535821
0.05,0.5,0.5,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6853213464589073
0.05,0.5,0.5,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.6473157496904323
0.05,0.5,0.5,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6679523121288208
0.05,0.5,0.5,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6493075934722532
0.05,0.5,0.5,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.703735225828734
0.05,0.5,0.5,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.7700650075395045
0.05,0.5,0.5,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.7251206597749142
0.05,0.5,0.5,R_7f9o7q4AZOoP4ot,3,4,0.25,-0.7239985728821088
0.05,0.5,0.5,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7928197551335622
0.05,0.5,0.5,R_1WHYlcDjJDcnUfD,0,4,0.75,-0.7097516290471728
0.05,0.5,0.5,R_1WHYlcDjJDcnUfD,1,4,0.75,-0.6890214828010713
0.05,0.5,0.5,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6821244326794066
0.05,0.5,0.5,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.7403326272165862
0.05,0.5,0.5,R_1WHYlcDjJDcnUfD,4,4,0.75,-0.6759290177278046
0.05,0.5,0.5,R_6Q0gBjey6IdfZpf,0,4,0.75,-0.6260796365122101
0.05,0.5,0.5,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6084032807754539
0.05,0.5,0.5,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.614834515030127
0.05,0.5,0.5,R_6Q0gBjey6IdfZpf,3,4,0.5,-0.6643878974548637
0.05,0.5,0.5,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.6033757067402944
0.05,0.5,0.5,R_1wzohnjOPhN82Wd,0,4,0.5,-0.6312379117808552
0.05,0.5,0.5,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6072312809455446
0.05,0.5,0.5,R_1wzohnjOPhN82Wd,2,4,0.75,-0.570625460786536
0.05,0.5,0.5,R_1wzohnjOPhN82Wd,3,4,1.0,-0.5913438229448409
0.05,0.5,0.5,R_1wzohnjOPhN82Wd,4,4,0.25,-0.7576924007191738
0.05,0.5,0.5,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.7442545427476038
0.05,0.5,0.5,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6861837675554319
0.05,0.5,0.5,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6142318596263288
0.05,0.5,0.5,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6209607867983039
0.05,0.5,0.5,R_70kbQcqJL4Tkq6B,4,4,1.0,-0.5905976599938567
0.05,0.5,0.5,R_6rftRMhNP0o6boD,0,4,0.5,-0.652874956532286
0.05,0.5,0.5,R_6rftRMhNP0o6boD,1,4,0.75,-0.6782545947307298
0.05,0.5,0.5,R_6rftRMhNP0o6boD,2,4,0.75,-0.7203358002984813
0.05,0.5,0.5,R_6rftRMhNP0o6boD,3,4,0.75,-0.6288668679260714
0.05,0.5,0.5,R_6rftRMhNP0o6boD,4,4,1.0,-0.6384811140135497
0.05,0.5,0.5,R_6jv2PrGBJcO4of6,0,4,1.0,-0.5508518835152514
0.05,0.5,0.5,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6257583167629432
0.05,0.5,0.5,R_6jv2PrGBJcO4of6,2,4,0.5,-0.6959512792425371
0.05,0.5,0.5,R_6jv2PrGBJcO4of6,3,4,0.75,-0.6343194265301325
0.05,0.5,0.5,R_6jv2PrGBJcO4of6,4,4,0.5,-0.8261047712916235
0.05,0.5,0.5,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.5229533356902503
0.05,0.5,0.5,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.5561058475208369
0.05,0.5,0.5,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.5943553348994692
0.05,0.5,0.5,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6259392654651423
0.05,0.5,0.5,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.5276285325856384
0.05,0.5,0.5,R_1P81VK8fH860C4V,0,4,1.0,-0.5839913242387846
0.05,0.5,0.5,R_1P81VK8fH860C4V,1,4,1.0,-0.5196877931529954
0.05,0.5,0.5,R_1P81VK8fH860C4V,2,4,0.75,-0.6164542786842231
0.05,0.5,0.5,R_1P81VK8fH860C4V,3,4,0.25,-0.6951071038699901
0.05,0.5,0.5,R_1P81VK8fH860C4V,4,4,1.0,-0.5455038057228121
0.05,0.5,0.5,R_7go085j249AymBb,0,4,0.5,-0.6166463760756686
0.05,0.5,0.5,R_7go085j249AymBb,1,4,0.75,-0.576214780392295
0.05,0.5,0.5,R_7go085j249AymBb,2,4,1.0,-0.5696301198203806
0.05,0.5,0.5,R_7go085j249AymBb,3,4,0.75,-0.6012811921717626
0.05,0.5,0.5,R_7go085j249AymBb,4,4,0.5,-0.7179974493048572
0.05,0.5,0.5,R_6xzSCFMWRhzZIRg,0,4,0.25,-0.6687635449974114
0.05,0.5,0.5,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6280966162771824
0.05,0.5,0.5,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6463193186461579
0.05,0.5,0.5,R_6xzSCFMWRhzZIRg,3,4,1.0,-0.6190694315405327
0.05,0.5,0.5,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6434607285492231
0.05,0.5,0.5,R_5EychZPB1u00qZH,0,4,0.75,-0.5544969580686623
0.05,0.5,0.5,R_5EychZPB1u00qZH,1,4,0.5,-0.6467095561856813
0.05,0.5,0.5,R_5EychZPB1u00qZH,2,4,1.0,-0.5830328120353951
0.05,0.5,0.5,R_5EychZPB1u00qZH,3,4,1.0,-0.5489754504590557
0.05,0.5,0.5,R_5EychZPB1u00qZH,4,4,0.25,-0.738673096716323
0.05,0.5,0.5,R_59glCvaBnt5WTU6,0,4,0.5,-0.7137981869479977
0.05,0.5,0.5,R_59glCvaBnt5WTU6,1,4,0.75,-0.5959751645389528
0.05,0.5,0.5,R_59glCvaBnt5WTU6,2,4,1.0,-0.5985301441666793
0.05,0.5,0.5,R_59glCvaBnt5WTU6,3,4,0.75,-0.6248495831063747
0.05,0.5,0.5,R_59glCvaBnt5WTU6,4,4,0.75,-0.666534143777026
0.05,0.5,0.5,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6289802191346139
0.05,0.5,0.5,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.7667045135251699
0.05,0.5,0.5,R_1nBL27EvLs0Bkk4,2,4,1.0,-0.5992982022223428
0.05,0.5,0.5,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6481149175528921
0.05,0.5,0.5,R_1nBL27EvLs0Bkk4,4,4,1.0,-0.5795183120735593
0.05,0.5,0.5,R_6FsUQnzEYAQwtwa,0,4,1.0,-0.6602554246703713
0.05,0.5,0.5,R_6FsUQnzEYAQwtwa,1,4,0.25,-0.6876687991831044
0.05,0.5,0.5,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6679673562544337
0.05,0.5,0.5,R_6FsUQnzEYAQwtwa,3,4,0.75,-0.7169994577681373
0.05,0.5,0.5,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6639599220371493
0.05,0.5,0.5,R_5pX1jjp1Yu1RSN7,0,4,1.0,-0.570675702870947
0.05,0.5,0.5,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.5804369066719955
0.05,0.5,0.5,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.5728688097483252
0.05,0.5,0.5,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6208513662968977
0.05,0.5,0.5,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.8516155536694054
0.05,0.5,0.5,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.4441773178133891
0.05,0.5,0.5,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.5459200262031702
0.05,0.5,0.5,R_5DY1mtPtJpWz8WC,2,5,0.8,-0.5883790488461553
0.05,0.5,0.5,R_5DY1mtPtJpWz8WC,3,5,0.6,-0.4979691986936108
0.05,0.5,0.5,R_1PN3SGDWOMibPAh,0,4,1.0,-0.5807845246922043
0.05,0.5,0.5,R_1PN3SGDWOMibPAh,1,4,0.5,-0.7513854687450998
0.05,0.5,0.5,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6541451940898881
0.05,0.5,0.5,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6395336082533221
0.05,0.5,0.5,R_1PN3SGDWOMibPAh,4,4,1.0,-0.6071311391700015
0.05,0.5,0.5,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6318421304898678
0.05,0.5,0.5,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.7011847226461368
0.05,0.5,0.5,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.7272448456092324
0.05,0.5,0.5,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.5932658467866327
0.05,0.5,0.5,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.5856990752062099
0.05,0.5,0.5,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.5382340480656329
0.05,0.5,0.5,R_7rNeEq8TvAxjqdL,1,4,0.75,-0.5837820859307287
0.05,0.5,0.5,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.523707999203202
0.05,0.5,0.5,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.683819047737416
0.05,0.5,0.5,R_7rNeEq8TvAxjqdL,4,4,0.75,-0.583373316225742
0.05,0.5,0.5,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7564113079432873
0.05,0.5,0.5,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6524057629793876
0.05,0.5,0.5,R_7QAkOtO6FETwKSv,2,4,0.5,-0.7523654024651971
0.05,0.5,0.5,R_7QAkOtO6FETwKSv,3,4,0.5,-0.7010109187012727
0.05,0.5,0.5,R_7QAkOtO6FETwKSv,4,4,0.5,-0.7021598106839755
0.05,0.5,0.75,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.716531403214977
0.05,0.5,0.75,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6729312240005061
0.05,0.5,0.75,R_5EfMjMbx1z8Kvhl,2,4,0.75,-0.6697334306688923
0.05,0.5,0.75,R_5EfMjMbx1z8Kvhl,3,4,1.0,-0.623831253887216
0.05,0.5,0.75,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6594285236810171
0.05,0.5,0.75,R_56aT1YjmRtKACUH,0,4,1.0,-0.6470830885887182
0.05,0.5,0.75,R_56aT1YjmRtKACUH,1,4,0.5,-0.743562140719818
0.05,0.5,0.75,R_56aT1YjmRtKACUH,2,4,0.5,-0.6769079918946727
0.05,0.5,0.75,R_56aT1YjmRtKACUH,3,4,0.5,-0.6699377479573004
0.05,0.5,0.75,R_56aT1YjmRtKACUH,4,4,0.25,-0.7057678103764724
0.05,0.5,0.75,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6143231794124532
0.05,0.5,0.75,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.77417575986752
0.05,0.5,0.75,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.6996954123086208
0.05,0.5,0.75,R_3HS2lsaEfcZSuXu,3,4,1.0,-0.61934290720336
0.05,0.5,0.75,R_3HS2lsaEfcZSuXu,4,4,0.75,-0.6074337167336662
0.05,0.5,0.75,R_6HoVfVJSFl7IrlL,0,4,0.75,-0.6803377420514661
0.05,0.5,0.75,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6202315021352266
0.05,0.5,0.75,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.7197940280126954
0.05,0.5,0.75,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6347769330798035
0.05,0.5,0.75,R_6HoVfVJSFl7IrlL,4,4,1.0,-0.6141961845964086
0.05,0.5,0.75,R_5Q5TZ5csoblHSvA,0,4,0.5,-0.7327825297381633
0.05,0.5,0.75,R_5Q5TZ5csoblHSvA,1,4,0.75,-0.6718487494674884
0.05,0.5,0.75,R_5Q5TZ5csoblHSvA,2,4,0.75,-0.6877103101709466
0.05,0.5,0.75,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.7110890912666575
0.05,0.5,0.75,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6845924274537187
0.05,0.5,0.75,R_18H831wJaDlPwgg,0,4,0.5,-0.676156956178013
0.05,0.5,0.75,R_18H831wJaDlPwgg,1,4,1.0,-0.5280430972999651
0.05,0.5,0.75,R_18H831wJaDlPwgg,2,4,0.5,-0.6152297791645338
0.05,0.5,0.75,R_18H831wJaDlPwgg,3,4,1.0,-0.49792261463639287
0.05,0.5,0.75,R_18H831wJaDlPwgg,4,4,1.0,-0.5246253063446731
0.05,0.5,0.75,R_12mMAseFwoOpgqC,0,4,0.5,-0.6456561950567016
0.05,0.5,0.75,R_12mMAseFwoOpgqC,1,4,0.5,-0.6427092186737355
0.05,0.5,0.75,R_12mMAseFwoOpgqC,2,4,0.25,-0.7046844901092585
0.05,0.5,0.75,R_12mMAseFwoOpgqC,3,4,0.5,-0.6947692783293028
0.05,0.5,0.75,R_12mMAseFwoOpgqC,4,4,0.75,-0.6310543258493879
0.05,0.5,0.75,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6288340805468499
0.05,0.5,0.75,R_7ojvA7NDI10RoKR,1,5,1.0,-0.5865905670439602
0.05,0.5,0.75,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6267072008347163
0.05,0.5,0.75,R_7ojvA7NDI10RoKR,3,5,0.8,-0.6009584586867243
0.05,0.5,0.75,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.7485510898241301
0.05,0.5,0.75,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6802228821204498
0.05,0.5,0.75,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.6358155001358131
0.05,0.5,0.75,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6719287274963942
0.05,0.5,0.75,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6401645372075119
0.05,0.5,0.75,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.7070353112961479
0.05,0.5,0.75,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.7747201297542361
0.05,0.5,0.75,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.7183928071554654
0.05,0.5,0.75,R_7f9o7q4AZOoP4ot,3,4,0.5,-0.7170927325803542
0.05,0.5,0.75,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7901882677449147
0.05,0.5,0.75,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.7109036857194784
0.05,0.5,0.75,R_1WHYlcDjJDcnUfD,1,4,0.5,-0.6991301368191243
0.05,0.5,0.75,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6812259056222051
0.05,0.5,0.75,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.7373402260173023
0.05,0.5,0.75,R_1WHYlcDjJDcnUfD,4,4,1.0,-0.6617127720785502
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,0,4,0.75,-0.635119218186724
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6136227235571898
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6195486918182259
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,3,4,0.25,-0.6795912407755995
0.05,0.5,0.75,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.60291319333854
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,0,4,0.5,-0.6389721062638178
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6115665844077336
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,2,4,0.75,-0.5716702433314826
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,3,4,1.0,-0.5931168659508801
0.05,0.5,0.75,R_1wzohnjOPhN82Wd,4,4,0.25,-0.7515738748529761
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.7431505421789204
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6683017406754139
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6311876055871761
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6183120768431744
0.05,0.5,0.75,R_70kbQcqJL4Tkq6B,4,4,1.0,-0.5980089733808718
0.05,0.5,0.75,R_6rftRMhNP0o6boD,0,4,0.5,-0.6376000684667492
0.05,0.5,0.75,R_6rftRMhNP0o6boD,1,4,0.75,-0.6792647160716723
0.05,0.5,0.75,R_6rftRMhNP0o6boD,2,4,0.5,-0.7125239030306731
0.05,0.5,0.75,R_6rftRMhNP0o6boD,3,4,0.75,-0.6362791163134598
0.05,0.5,0.75,R_6rftRMhNP0o6boD,4,4,0.75,-0.6468978886847466
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,0,4,0.75,-0.5556456640911736
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6445488958842994
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,2,4,0.5,-0.7086013124148608
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,3,4,0.75,-0.6406834370252856
0.05,0.5,0.75,R_6jv2PrGBJcO4of6,4,4,0.5,-0.822070871983697
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.5208578635114027
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.5463382511947552
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.5942606648165758
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6186395135023982
0.05,0.5,0.75,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.5312390367222987
0.05,0.5,0.75,R_1P81VK8fH860C4V,0,4,1.0,-0.575467621952498
0.05,0.5,0.75,R_1P81VK8fH860C4V,1,4,1.0,-0.5246939075495639
0.05,0.5,0.75,R_1P81VK8fH860C4V,2,4,0.75,-0.6208520615381163
0.05,0.5,0.75,R_1P81VK8fH860C4V,3,4,0.25,-0.6975652196190065
0.05,0.5,0.75,R_1P81VK8fH860C4V,4,4,1.0,-0.5600339729271377
0.05,0.5,0.75,R_7go085j249AymBb,0,4,0.5,-0.6155702943021395
0.05,0.5,0.75,R_7go085j249AymBb,1,4,0.75,-0.5658598955106706
0.05,0.5,0.75,R_7go085j249AymBb,2,4,1.0,-0.5670844764557033
0.05,0.5,0.75,R_7go085j249AymBb,3,4,0.75,-0.5943335900413124
0.05,0.5,0.75,R_7go085j249AymBb,4,4,0.5,-0.7159300782289111
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,0,4,0.5,-0.6672720134043508
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6195233391929154
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6483557793911681
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,3,4,0.75,-0.6281490050472858
0.05,0.5,0.75,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6393840454726542
0.05,0.5,0.75,R_5EychZPB1u00qZH,0,4,0.75,-0.5596053374502459
0.05,0.5,0.75,R_5EychZPB1u00qZH,1,4,0.5,-0.6550488424813847
0.05,0.5,0.75,R_5EychZPB1u00qZH,2,4,1.0,-0.5822828375074157
0.05,0.5,0.75,R_5EychZPB1u00qZH,3,4,1.0,-0.5471084072056686
0.05,0.5,0.75,R_5EychZPB1u00qZH,4,4,0.25,-0.7363334384510323
0.05,0.5,0.75,R_59glCvaBnt5WTU6,0,4,0.5,-0.7172230248061549
0.05,0.5,0.75,R_59glCvaBnt5WTU6,1,4,0.75,-0.5933408868175079
0.05,0.5,0.75,R_59glCvaBnt5WTU6,2,4,1.0,-0.6019753774806788
0.05,0.5,0.75,R_59glCvaBnt5WTU6,3,4,0.5,-0.6292990552108305
0.05,0.5,0.75,R_59glCvaBnt5WTU6,4,4,0.75,-0.6777990692189756
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6297482233309042
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.7644462707826563
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,2,4,1.0,-0.6016659825253956
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6460517386077766
0.05,0.5,0.75,R_1nBL27EvLs0Bkk4,4,4,1.0,-0.592154687178593
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,0,4,1.0,-0.6618300050819443
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,1,4,0.25,-0.6898052240203745
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6661946366939159
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,3,4,0.75,-0.731707595921022
0.05,0.5,0.75,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6709988462903387
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,0,4,1.0,-0.5742205378999737
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.5858473544944126
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.5735303820767736
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6291142616077892
0.05,0.5,0.75,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.8426219147175069
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.44958798482250745
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,1,5,1.0,-0.5483614395057803
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,2,5,1.0,-0.5908593179668936
0.05,0.5,0.75,R_5DY1mtPtJpWz8WC,3,5,0.8,-0.49942941134854496
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,0,4,1.0,-0.5757618451833514
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,1,4,0.5,-0.7507938801961286
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6522189685313982
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6368767081109735
0.05,0.5,0.75,R_1PN3SGDWOMibPAh,4,4,1.0,-0.6065509624241918
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6345309951194182
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.6993094593291147
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.7195870824891769
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.6002279970961297
0.05,0.5,0.75,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.5880398937017273
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.5280096864462931
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,1,4,0.75,-0.5955423843294787
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.525004256925832
0.05,0.5,0.75,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6897360046781347
