user_id,condition,n_trials,rating_partial_vs_standard,test_acc_standard,test_ll_standard,spearman_standard,topn_sign_standard,topn_overlap_standard,combined_standard,test_acc_projected,test_ll_projected,spearman_projected,topn_sign_projected,topn_overlap_projected,combined_projected,test_acc_partial,test_ll_partial,spearman_partial,topn_sign_partial,topn_overlap_partial,combined_partial,test_acc_blend,test_ll_blend,spearman_blend,topn_sign_blend,topn_overlap_blend,combined_blend
65,inference_categories,20,0.3699186942445466,0.675,-0.6868836752939022,0.5835761184051748,0.5,0.5,0.2917880592025874,0.7,-0.5698640745341088,0.5471026110048514,0.6,0.6,0.37355130550242566,0.755,-0.541233416184998,0.5705498657622021,0.4,0.4,0.18527493288110108,0.755,-0.541233416184998,0.5705498657622021,0.4,0.4,0.18527493288110108
66,choice_only,20,0.5785632176503428,0.635,-0.6876745928300526,0.781320381445114,0.7,0.7,0.5906601907225569,0.81,-0.5024619627198905,0.7080715956846345,0.8,0.7,0.6540357978423172,0.81,-0.5024619627198905,0.7080715956846345,0.8,0.7,0.6540357978423172,0.81,-0.5024619627198905,0.7080715956846345,0.8,0.7,0.6540357978423172
66,inference_affirm,20,0.2639384727255961,0.595,-0.6877840993890849,0.4001116469497156,0.8,0.6,0.5000558234748579,0.765,-0.5264132261757333,0.3985364042451892,0.7,0.6,0.39926820212259456,0.685,-0.5994592192656303,0.3898725693702938,0.6,0.6,0.2949362846851469,0.685,-0.5994592192656303,0.3898725693702938,0.6,0.6,0.2949362846851469
66,inference_categories,20,0.6604724868132038,0.64,-0.6874112138470574,0.48517475299414337,0.7,0.5,0.44258737649707164,0.84,-0.5080390371777381,0.49541383057356525,0.7,0.5,0.4477069152867826,0.77,-0.5314417909742979,0.5513349465842539,0.8,0.6,0.575667473292127,0.77,-0.5314417909742979,0.5513349465842539,0.8,0.6,0.575667473292127
67,choice_only,20,0.645675885295575,0.69,-0.6846310163984878,0.5573996906833257,0.3,0.4,0.07869984534166286,0.8,-0.49394815035972217,0.5974339226108575,0.4,0.5,0.19871696130542876,0.8,-0.49394815035972217,0.5974339226108575,0.4,0.5,0.19871696130542876,0.8,-0.49394815035972217,0.5974339226108575,0.4,0.5,0.19871696130542876
67,inference_affirm,20,0.6146890925398812,0.68,-0.684763395637482,0.3120617052812726,0.2,0.2,-0.1439691473593637,0.745,-0.565616638034795,0.4177931383206511,0.2,0.2,-0.09110343083967443,0.775,-0.5622607445792772,0.49888812094308715,0.2,0.3,-0.05055593952845641,0.775,-0.5622607445792772,0.49888812094308715,0.2,0.3,-0.05055593952845641
67,inference_categories,20,0.7250462085051779,0.63,-0.6862601577852078,0.2566296918431518,0.1,0.1,-0.2716851540784241,0.61,-0.64011881996284,0.23301976019358184,0.1,0.3,-0.2834901199032091,0.64,-0.6583210622488561,0.4444826262723389,0.2,0.4,-0.07775868686383053,0.64,-0.6583210622488561,0.4444826262723389,0.2,0.4,-0.07775868686383053
68,choice_only,20,0.7536267688988532,0.725,-0.6830634196363438,0.4670660391545363,0.2,0.3,-0.06646698042273183,0.81,-0.45863746975740405,0.5142859024536763,0.4,0.5,0.1571429512268382,0.81,-0.45863746975740405,0.5142859024536763,0.4,0.5,0.1571429512268382,0.81,-0.45863746975740405,0.5142859024536763,0.4,0.5,0.1571429512268382
68,inference_affirm,20,0.8505718881070141,0.715,-0.6847892402236505,0.4136870632511607,0.3,0.4,0.006843531625580351,0.77,-0.48715805548846425,0.5358427965685011,0.5,0.6,0.26792139828425054,0.805,-0.4859985011103188,0.7093244682544716,0.5,0.5,0.3546622341272358,0.805,-0.4859985011103188,0.7093244682544716,0.5,0.5,0.3546622341272358
68,inference_categories,20,0.5333124383393139,0.7,-0.6866555005670656,0.5307102027316379,0.4,0.4,0.165355101365819,0.81,-0.49850427049840024,0.5450814654748545,0.4,0.5,0.17254073273742726,0.795,-0.4886525976453593,0.5840891786350135,0.4,0.6,0.1920445893175068,0.795,-0.4886525976453593,0.5840891786350135,0.4,0.6,0.1920445893175068
