qualtrics_id,condition,domain,t,fit,test_acc,test_ll
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,3,random_projection,0.6666666666666666,-0.6923703221780046
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,3,projection_only,0.6666666666666666,-0.5394295106511725
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,3,projection_alpha,0.6666666666666666,-0.6879182792110031
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,4,random_projection,0.5,-0.6933127359532236
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,4,projection_only,0.5,-0.7099521499608059
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,4,projection_alpha,0.5,-0.6935788810864935
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,5,random_projection,0.2,-0.6937873192828033
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,5,projection_only,0.2,-0.9116945849032136
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,5,projection_alpha,0.2,-0.6997138165131919
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,6,random_projection,0.16666666666666666,-0.6939191292651162
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,6,projection_only,0.0,-0.9067366988699352
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,6,projection_alpha,0.0,-0.6997206662084011
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,7,random_projection,0.14285714285714285,-0.6938253641001483
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,7,projection_only,0.2857142857142857,-0.8589270579610175
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,7,projection_alpha,0.2857142857142857,-0.6985018667809129
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,8,random_projection,0.0,-0.6947552084222843
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,8,projection_only,0.25,-0.8300906724392394
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,8,projection_alpha,0.125,-0.697902693065933
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,9,random_projection,0.0,-0.6951739519485547
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,9,projection_only,0.4444444444444444,-0.7549393365104762
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,9,projection_alpha,0.3333333333333333,-0.6962089462284866
R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,10,random_projection,0.1,-0.6951131499147558
