persona_id,condition,trial,accuracy,log_likelihood
1,standard,33,0.6,-0.6925523608909505
1,projected,33,0.62,-0.6929377349176586
1,slider,33,0.6,-0.6928206101775214
1,partial,33,0.6,-0.6926861623159791
1,standard,34,0.6,-0.6925548145137577
1,projected,34,0.62,-0.692939699659098
1,slider,34,0.6,-0.692822223977601
1,partial,34,0.6,-0.6926882224807633
1,standard,35,0.58,-0.6924897978416651
1,projected,35,0.64,-0.6928957471072276
1,slider,35,0.62,-0.6927788516594804
1,partial,35,0.58,-0.6926339920866563
1,standard,36,0.6,-0.6924610393140769
1,projected,36,0.64,-0.6928904123112827
1,slider,36,0.66,-0.6927765308212406
1,partial,36,0.58,-0.6926184174485713
1,standard,37,0.64,-0.6924359378874656
1,projected,37,0.6,-0.6929169821617619
1,slider,37,0.58,-0.6928067390723502
1,partial,37,0.62,-0.6926209677794339
1,standard,38,0.64,-0.6923758075137997
1,projected,38,0.62,-0.6929180525173634
1,slider,38,0.64,-0.692795032216577
1,partial,38,0.62,-0.6925849478378919
1,standard,39,0.64,-0.6923439185748466
1,projected,39,0.6,-0.6929206121372011
1,slider,39,0.66,-0.6927953170612708
1,partial,39,0.64,-0.6925691033330235
1,standard,40,0.64,-0.6922605497644794
1,projected,40,0.58,-0.6929183405096476
1,slider,40,0.64,-0.6927977575463494
1,partial,40,0.66,-0.6925286785649188
1,standard,41,0.62,-0.6922646513766503
1,projected,41,0.58,-0.6929336587909987
1,slider,41,0.64,-0.6928069060065678
1,partial,41,0.66,-0.6925352719159119
1,standard,42,0.64,-0.6921880063184495
1,projected,42,0.6,-0.692926108299502
1,slider,42,0.66,-0.6927905474771474
1,partial,42,0.64,-0.6924886577523371
1,standard,43,0.66,-0.692058682373728
1,projected,43,0.62,-0.692867450486293
1,slider,43,0.7,-0.6927270130623997
1,partial,43,0.64,-0.6923921069438782
1,standard,44,0.64,-0.6920523854461047
1,projected,44,0.68,-0.6928627431433045
1,slider,44,0.72,-0.6926972571547932
1,partial,44,0.66,-0.69237409821293
1,standard,45,0.6,-0.6921910331330225
