user_id,condition,n_trials,rating_partial_vs_standard,test_acc_standard,test_ll_standard,spearman_standard,topn_sign_standard,topn_overlap_standard,combined_standard,test_acc_projected,test_ll_projected,spearman_projected,topn_sign_projected,topn_overlap_projected,combined_projected,test_acc_partial,test_ll_partial,spearman_partial,topn_sign_partial,topn_overlap_partial,combined_partial
30,choice_only,20,0.58341892708281,0.665,-0.6861431398281086,0.24084435266649085,0.6,0.3,0.2204221763332454,0.68,-0.5745218523044214,0.37557411430665655,0.6,0.2,0.28778705715332825,0.68,-0.5745218523044214,0.37557411430665655,0.6,0.2,0.28778705715332825
30,inference_affirm,20,0.9110611111294423,0.71,-0.6857003191140204,0.2591262672253334,0.5,0.2,0.1295631336126667,0.73,-0.5252771590019496,0.25992113307571785,0.5,0.4,0.12996056653785892,0.785,-0.4978598614156606,0.589790460985268,0.8,0.6,0.594895230492634
30,inference_categories,20,0.7854723458288173,0.65,-0.6876648594669291,0.185601176064771,0.6,0.4,0.19280058803238548,0.68,-0.6366491731998636,0.19235753579303885,0.6,0.5,0.1961787678965194,0.655,-0.6210735385348384,0.504739814994131,0.7,0.4,0.45236990749706546
31,choice_only,20,0.7787630816775508,0.62,-0.6862763720346367,0.005818433351570392,0.3,0.4,-0.1970907833242148,0.61,-0.6133274031272268,0.1092075182910135,0.5,0.6,0.05460375914550675,0.61,-0.6133274031272268,0.1092075182910135,0.5,0.6,0.05460375914550675
31,inference_affirm,20,0.33298974400498194,0.68,-0.6872481267305173,0.24616448795105503,0.4,0.5,0.023082243975527536,0.795,-0.49442312901588364,0.33075555744696306,0.4,0.5,0.06537777872348155,0.76,-0.5180344403112044,0.16828699539926673,0.3,0.4,-0.11585650230036665
31,inference_categories,20,0.7343771783311286,0.655,-0.6867704463343531,0.06445033866354896,0.3,0.4,-0.16777483066822552,0.73,-0.5320636673703076,0.15172683893710484,0.4,0.4,-0.024136580531447557,0.765,-0.5038316052546428,0.2712285085424352,0.4,0.4,0.035614254271217616
32,choice_only,20,0.5307926506732517,0.635,-0.688212053179618,0.37099925800222594,0.6,0.4,0.2854996290011129,0.63,-0.6104159099652117,0.4203299285717527,0.6,0.5,0.31016496428587637,0.63,-0.6104159099652117,0.4203299285717527,0.6,0.5,0.31016496428587637
32,inference_affirm,20,0.8405139869715569,0.525,-0.6923702508903227,0.33023010877121217,0.4,0.5,0.06511505438560611,0.525,-0.7020406918718771,0.3567300557713711,0.5,0.5,0.17836502788568556,0.575,-0.664824765598384,0.39505305604852414,0.7,0.5,0.397526528024262
32,inference_categories,20,0.8978637102499346,0.56,-0.6911732653604474,0.24339182090915265,0.4,0.4,0.021695910454576348,0.64,-0.6455199717181549,0.20751496958586046,0.4,0.5,0.0037574847929302546,0.645,-0.6139867096129076,0.5128758973261541,0.7,0.6,0.456437948663077
33,choice_only,20,0.6273568663959815,0.555,-0.6920913225908849,0.28044831797471437,0.3,0.4,-0.05977584101264283,0.625,-0.6299853716158303,0.28880604930508663,0.4,0.6,0.04440302465254334,0.625,-0.6299853716158303,0.28880604930508663,0.4,0.6,0.04440302465254334
33,inference_affirm,20,0.6276990287032808,0.635,-0.6878660387152573,0.13743824854389977,0.2,0.3,-0.23128087572805012,0.62,-0.6859173742659058,0.17272644749436053,0.2,0.4,-0.21363677625281974,0.67,-0.6145102466886169,0.3463815318032068,0.2,0.4,-0.1268092340983966
33,inference_categories,20,0.8401483301945792,0.635,-0.6876894506296377,0.4151006560751567,0.3,0.4,0.007550328037578352,0.765,-0.5111888107366096,0.39652791978544044,0.3,0.5,-0.0017360401072797904,0.78,-0.48187771476953045,0.6788335113891265,0.5,0.7,0.33941675569456325
34,choice_only,20,0.4977621559614756,0.765,-0.6822288788399743,0.5330580093631029,0.5,0.5,0.26652900468155144,0.87,-0.3734462615652281,0.5294774349929057,0.5,0.5,0.26473871749645284,0.87,-0.3734462615652281,0.5294774349929057,0.5,0.5,0.26473871749645284
34,inference_affirm,20,0.5404323456928314,0.77,-0.682828906530954,0.5446948760662436,0.4,0.4,0.1723474380331218,0.81,-0.41979056550666544,0.5487230222327153,0.4,0.5,0.17436151111635767,0.67,-0.5923631728689998,0.40952819359130066,0.5,0.6,0.20476409679565033
34,inference_categories,20,0.5781970910616014,0.705,-0.6824915987383204,0.4811396809952439,0.4,0.4,0.14056984049762197,0.835,-0.38654923807751085,0.4757688194399482,0.5,0.5,0.2378844097199741,0.65,-0.6169841337453765,0.4072903346099274,0.5,0.6,0.2036451673049637
35,choice_only,20,0.5578271550638275,0.655,-0.6861221530627967,0.4213774234608226,0.7,0.5,0.4106887117304112,0.725,-0.5111818545827984,0.5143167430278826,0.7,0.5,0.45715837151394123,0.725,-0.5111818545827984,0.5143167430278826,0.7,0.5,0.45715837151394123
35,inference_affirm,20,0.6358141771684553,0.655,-0.6861221530627967,0.4213774234608226,0.7,0.5,0.4106887117304112,0.725,-0.5111818545827984,0.5143167430278826,0.7,0.5,0.45715837151394123,0.76,-0.5229508618176127,0.6442742661513137,0.7,0.6,0.5221371330756568
35,inference_categories,20,0.7790355075718969,0.705,-0.6835627952551097,0.4402803359151398,0.7,0.5,0.42014016795756987,0.845,-0.4087734396749421,0.5237681992550411,0.7,0.4,0.46188409962752053,0.85,-0.40813764396779834,0.7443021778887426,0.8,0.6,0.6721510889443714
36,choice_only,20,0.7750726562536455,0.65,-0.6890670582776396,0.3626029934154874,0.5,0.4,0.1813014967077437,0.73,-0.5699449385056125,0.457474730051912,0.7,0.6,0.42873736502595594,0.73,-0.5699449385056125,0.457474730051912,0.7,0.6,0.42873736502595594
36,inference_affirm,20,0.41015603401514944,0.775,-0.6835480476279403,0.29506718089464273,0.6,0.4,0.24753359044732134,0.77,-0.4746776091032622,0.2974791741989586,0.5,0.3,0.1487395870994793,0.795,-0.46619004898547417,0.3497390291258027,0.5,0.3,0.17486951456290134
36,inference_categories,20,0.7782106677813598,0.685,-0.6858481048224079,0.06110383037600231,0.3,0.3,-0.16944808481199886,0.7,-0.5789125926426957,0.025727928579369393,0.3,0.3,-0.1871360357103153,0.73,-0.532293113869137,0.1632115469253746,0.5,0.4,0.0816057734626873
37,choice_only,20,0.6526367508860313,0.705,-0.685872286282722,0.47275068764591266,0.6,0.4,0.3363753438229563,0.77,-0.5010398276239796,0.5250105425727567,0.7,0.5,0.4625052712863783,0.77,-0.5010398276239796,0.5250105425727567,0.7,0.5,0.4625052712863783
37,inference_affirm,20,0.5923911096014549,0.715,-0.6853240128761238,0.4679267010372809,0.6,0.3,0.33396335051864046,0.76,-0.4874012062365498,0.5201865559641249,0.6,0.4,0.3600932779820624,0.75,-0.5110756222602891,0.6174702859048655,0.6,0.4,0.40873514295243274
37,inference_categories,20,0.7021964164485115,0.74,-0.6840432283631909,0.5443064890072837,0.6,0.4,0.37215324450364184,0.845,-0.4363445493064237,0.6464142055566561,0.6,0.4,0.423207102778328,0.795,-0.47854575632791807,0.687418091730026,0.7,0.5,0.5437090458650129
38,choice_only,20,0.5100486188977689,0.69,-0.6841404480799173,0.4397867791535956,0.6,0.3,0.3198933895767978,0.76,-0.49974248969073826,0.4558667345157015,0.6,0.3,0.3279333672578507,0.76,-0.49974248969073826,0.4558667345157015,0.6,0.3,0.3279333672578507
38,inference_affirm,20,0.768344963065678,0.685,-0.68415553638684,0.47275068764591266,0.5,0.2,0.23637534382295633,0.745,-0.4884173940678802,0.5225985492684408,0.5,0.2,0.2612992746342204,0.82,-0.4650153933534692,0.5523464666883368,0.7,0.4,0.47617323334416833
38,inference_categories,20,0.653092280776387,0.685,-0.6863319325724313,0.5378745068624414,0.6,0.3,0.3689372534312207,0.79,-0.45994033458924904,0.5636024354418108,0.6,0.3,0.38180121772090536,0.81,-0.44427241298098835,0.5909383595573907,0.7,0.4,0.4954691797786953
39,choice_only,20,0.32922300834959695,0.675,-0.6856137980787759,0.4241725660268747,0.7,0.4,0.4120862830134373,0.71,-0.5285145406703162,0.3394920174552663,0.6,0.3,0.2697460087276331,0.71,-0.5285145406703162,0.3394920174552663,0.6,0.3,0.2697460087276331
39,inference_affirm,20,0.45203401257747616,0.685,-0.6864067316387167,0.45650513911785245,0.6,0.4,0.32825256955892623,0.745,-0.4880029162515923,0.37259441371507684,0.7,0.5,0.3862972068575384,0.685,-0.6131092019331011,0.37952282223457207,0.6,0.6,0.28976141111728604
39,inference_categories,20,0.5564366697186931,0.715,-0.6859412032422276,0.548114096208956,0.7,0.3,0.47405704810447796,0.785,-0.4735319793942523,0.438799206234698,0.7,0.3,0.4193996031173489,0.71,-0.5796773327742909,0.438799206234698,0.8,0.5,0.519399603117349
40,choice_only,20,0.3778036573902899,0.63,-0.6882986210988178,0.5751297582129195,0.6,0.6,0.3875648791064597,0.765,-0.46766630058600195,0.5755773300091941,0.5,0.5,0.28778866500459704,0.765,-0.46766630058600195,0.5755773300091941,0.5,0.5,0.28778866500459704
40,inference_affirm,20,0.7066806869001364,0.67,-0.6837378675901943,0.34821085750167424,0.4,0.5,0.07410542875083714,0.71,-0.5251893088191758,0.40908062179502597,0.5,0.6,0.20454031089751298,0.76,-0.4736565761869237,0.49993769643877906,0.5,0.6,0.24996884821938953
40,inference_categories,20,0.6932883860762812,0.67,-0.686178337573088,0.5482754504364408,0.5,0.5,0.2741377252182204,0.785,-0.44485960429015436,0.5500657376215393,0.5,0.5,0.27503286881076966,0.905,-0.39213564865914796,0.6744906969858908,0.6,0.6,0.4372453484929454
41,choice_only,20,0.5424088588091573,0.64,-0.6872103307999786,0.2173245121484682,0.5,0.4,0.1086622560742341,0.63,-0.637584654969927,0.285342107553714,0.5,0.4,0.142671053776857,0.63,-0.637584654969927,0.285342107553714,0.5,0.4,0.142671053776857
41,inference_affirm,20,0.8200008262193681,0.645,-0.686248343048969,0.27621779597496154,0.3,0.4,-0.06189110201251924,0.69,-0.6087225905279469,0.32349831961031533,0.3,0.4,-0.038250840194842345,0.72,-0.5659053309116547,0.4827590308030859,0.5,0.5,0.24137951540154295
41,inference_categories,20,0.44828379544789937,0.675,-0.6853299461053644,0.2563102070758652,0.6,0.5,0.22815510353793259,0.68,-0.5949531677044292,0.29031900477848804,0.4,0.3,0.045159502389244044,0.685,-0.5816620534464337,0.3732672918580561,0.5,0.3,0.18663364592902806
42,choice_only,20,0.5543185934143074,0.68,-0.6858397683407006,0.24533798540205312,0.3,0.5,-0.07733100729897345,0.815,-0.45010512238072137,0.33259208062872475,0.3,0.5,-0.033703959685637636,0.815,-0.45010512238072137,0.33259208062872475,0.3,0.5,-0.033703959685637636
42,inference_affirm,20,0.5352281166521922,0.655,-0.6849730065722756,0.24636450416942576,0.2,0.4,-0.1768177479152871,0.77,-0.47213657970877365,0.33259208062872475,0.3,0.5,-0.033703959685637636,0.73,-0.5008697263862616,0.30282303637491914,0.2,0.4,-0.14858848181254042
42,inference_categories,20,0.5719940646668049,0.635,-0.6866469584181081,0.3007699988401739,0.3,0.5,-0.049615000579913054,0.765,-0.48716609005184536,0.34901638090668646,0.3,0.6,-0.02549180954665678,0.785,-0.4926124140348416,0.4167666195532785,0.3,0.5,0.00838330977663923
43,choice_only,20,0.5103109879987793,0.775,-0.6839262014222922,0.5028133520187444,0.6,0.6,0.3514066760093722,0.825,-0.44970466254351577,0.5193132720331763,0.6,0.6,0.35965663601658815,0.825,-0.44970466254351577,0.5193132720331763,0.6,0.6,0.35965663601658815
43,inference_affirm,20,0.6229693983473594,0.645,-0.6860501643916094,0.36126140663177486,0.3,0.4,-0.01936929668411258,0.755,-0.5169560160867636,0.3395509855601538,0.4,0.4,0.06977549278007691,0.745,-0.5149420577253481,0.36212982347463973,0.4,0.4,0.08106491173731989
43,inference_categories,20,0.8200532084041013,0.65,-0.6875853459253947,0.382971827703396,0.3,0.4,-0.008514086148302014,0.755,-0.48281285191628726,0.3794981603319366,0.3,0.3,-0.010250919834031702,0.75,-0.47751728958258566,0.5896550363052286,0.5,0.5,0.2948275181526143
44,choice_only,20,0.5381158018931794,0.745,-0.6859193563143526,0.4405907769217009,0.6,0.5,0.3202953884608504,0.75,-0.5082567498887387,0.5016946072977032,0.6,0.4,0.3508473036488516,0.75,-0.5082567498887387,0.5016946072977032,0.6,0.4,0.3508473036488516
44,inference_affirm,20,0.6379158687439027,0.695,-0.6845946334205408,0.5981743394703385,0.6,0.5,0.3990871697351692,0.8,-0.4703526481550788,0.6255102635859184,0.6,0.5,0.4127551317929592,0.81,-0.4774674410049913,0.6247062658178131,0.7,0.6,0.5123531329089065
44,inference_categories,20,0.9098290273184652,0.725,-0.6849284764310488,0.47998666755886027,0.4,0.3,0.13999333377943016,0.74,-0.5456859605294134,0.5217945515003355,0.7,0.5,0.4608972757501677,0.815,-0.47770960444258875,0.6046063216151808,0.8,0.6,0.6023031608075904
45,choice_only,20,0.5158919623135915,0.69,-0.6853111670344668,0.3056259194728242,0.5,0.3,0.1528129597364121,0.77,-0.49217811184467036,0.33106162668512684,0.5,0.3,0.16553081334256342,0.77,-0.49217811184467036,0.33106162668512684,0.5,0.3,0.16553081334256342
45,inference_affirm,20,0.8003511801881482,0.635,-0.6858806201524544,0.2766133159337915,0.4,0.3,0.03830665796689578,0.755,-0.49866566290162573,0.31834377307897554,0.4,0.2,0.059171886539487795,0.78,-0.4648201339133468,0.4320095896839531,0.6,0.4,0.3160047948419765
45,inference_categories,20,0.8148574953700566,0.625,-0.6886913969224565,0.32788216328358905,0.5,0.4,0.16394108164179452,0.67,-0.5665286510129102,0.40220212029453584,0.6,0.4,0.3011010601472679,0.725,-0.5301560310415532,0.5206371320018202,0.7,0.4,0.46031856600091003
46,choice_only,20,0.4766470906101339,0.62,-0.6878035414990531,0.4977487876293358,0.4,0.6,0.1488743938146679,0.64,-0.6052263996862421,0.46035692748547347,0.4,0.5,0.13017846374273676,0.64,-0.6052263996862421,0.46035692748547347,0.4,0.5,0.13017846374273676
46,inference_affirm,20,0.7598309053295093,0.705,-0.6856589537145598,0.46278497035195804,0.2,0.3,-0.06860751482402097,0.69,-0.5803456360515714,0.49726317905603884,0.3,0.3,0.04863158952801941,0.655,-0.5973262316069983,0.5234860420140722,0.4,0.5,0.16174302100703614
46,inference_categories,20,0.7428244982114642,0.685,-0.6860350108353629,0.4608425360587704,0.2,0.4,-0.06957873197061479,0.72,-0.5748252446055027,0.44238941027348766,0.3,0.4,0.02119470513674382,0.72,-0.5543107101313564,0.4851229647236161,0.4,0.5,0.14256148236180807
47,choice_only,20,0.6789277062718874,0.7,-0.6847051226628136,0.22085290097787597,0.5,0.3,0.11042645048893798,0.81,-0.4773471201211767,0.32039223662987637,0.6,0.4,0.26019611831493816,0.81,-0.4773471201211767,0.32039223662987637,0.6,0.4,0.26019611831493816
47,inference_affirm,20,0.9270620631321884,0.75,-0.6804643006422925,0.26673431350496996,0.3,0.2,-0.06663284324751503,0.79,-0.4853208035442036,0.2955074027168763,0.4,0.3,0.04775370135843818,0.84,-0.4270366441068801,0.4836989591839396,0.7,0.5,0.44184947959196974
47,inference_categories,20,0.8163579282290883,0.725,-0.682060981256367,0.27917673046147,0.5,0.4,0.139588365230735,0.785,-0.4742019354905264,0.36860660233631415,0.7,0.5,0.38430330116815703,0.76,-0.5023397331801968,0.47592244858612714,0.7,0.6,0.4379612242930635
48,choice_only,20,0.2602899663514714,0.67,-0.6861263059233196,0.555986701388812,0.7,0.6,0.47799335069440596,0.805,-0.44209642914762526,0.5382019021060016,0.5,0.5,0.2691009510530008,0.805,-0.44209642914762526,0.5382019021060016,0.5,0.5,0.2691009510530008
48,inference_affirm,20,0.36813465639186743,0.695,-0.6863300943090073,0.5780059766913394,0.6,0.5,0.38900298834566965,0.775,-0.4804314613649811,0.5627618630203589,0.5,0.5,0.28138093151017946,0.74,-0.5146072270652844,0.5619149678164156,0.5,0.5,0.2809574839082078
48,inference_categories,20,0.7962640920877112,0.635,-0.6855742858416511,0.5098309127738992,0.6,0.5,0.3549154563869496,0.73,-0.4933374856728568,0.5072902271620692,0.5,0.5,0.2536451135810346,0.77,-0.4924982654855875,0.6550734402501844,0.8,0.8,0.6275367201250923
49,choice_only,20,0.5483649521236769,0.56,-0.689619199458274,0.28650905824517864,0.2,0.3,-0.15674547087741067,0.635,-0.5985913984304995,0.16413569777435658,0.3,0.4,-0.11793215111282172,0.635,-0.5985913984304995,0.16413569777435658,0.3,0.4,-0.11793215111282172
49,inference_affirm,20,0.5112278104601118,0.675,-0.6857991781079893,0.2102685122375633,0.1,0.2,-0.2948657438812184,0.65,-0.6346623857348432,0.19230099502557754,0.1,0.2,-0.30384950248721126,0.65,-0.627252712998985,0.22823602944954907,0.1,0.2,-0.28588198527522546
49,inference_categories,20,0.7611576537399074,0.61,-0.687046387640507,0.19715708075854665,0.2,0.3,-0.20142145962072666,0.66,-0.6386999077578973,0.23017846374273673,0.2,0.3,-0.1849107681286316,0.64,-0.6088620864229887,0.26077180386044224,0.4,0.5,0.030385901930221143
