persona_id,condition,fit_type,n_trials,test_acc,test_ll
1,inference_affirm,standard,1,0.76,-0.6929826274492978
1,inference_affirm,projected,1,0.74,-0.6726098497185907
1,inference_affirm,partial,1,0.74,-0.6708207301869363
1,inference_affirm,standard,2,0.64,-0.6929834024031126
1,inference_affirm,projected,2,0.74,-0.6726492177289698
1,inference_affirm,partial,2,0.78,-0.6687292738100326
1,inference_affirm,standard,3,0.74,-0.6928648116523536
1,inference_affirm,projected,3,0.74,-0.6620646392620313
1,inference_affirm,partial,3,0.76,-0.6611463636396914
1,inference_affirm,standard,4,0.74,-0.6928026606054322
1,inference_affirm,projected,4,0.74,-0.6567836059238041
1,inference_affirm,partial,4,0.76,-0.6531374037597115
1,inference_affirm,standard,5,0.64,-0.6927478959702578
1,inference_affirm,projected,5,0.72,-0.6506272898126544
1,inference_affirm,partial,5,0.76,-0.6459072456178953
1,inference_affirm,standard,6,0.76,-0.692652427015528
1,inference_affirm,projected,6,0.72,-0.6434241965835688
1,inference_affirm,partial,6,0.74,-0.6393153180396073
1,inference_affirm,standard,7,0.74,-0.6926826247323362
1,inference_affirm,projected,7,0.72,-0.6458531143187324
1,inference_affirm,partial,7,0.78,-0.6416565363867228
1,inference_affirm,standard,8,0.76,-0.6925766254252427
1,inference_affirm,projected,8,0.74,-0.6391490074648922
1,inference_affirm,partial,8,0.76,-0.6335785673758586
1,inference_affirm,standard,9,0.78,-0.6925006138679889
1,inference_affirm,projected,9,0.72,-0.633603059174852
1,inference_affirm,partial,9,0.8,-0.6295711486218557
1,inference_affirm,standard,10,0.76,-0.6925158003388452
1,inference_affirm,projected,10,0.74,-0.636079715468319
1,inference_affirm,partial,10,0.78,-0.629372275429524
1,inference_affirm,standard,11,0.78,-0.692420027477491
1,inference_affirm,projected,11,0.76,-0.6294340227930632
1,inference_affirm,partial,11,0.78,-0.6226161834805422
1,inference_affirm,standard,12,0.8,-0.692384117432421
1,inference_affirm,projected,12,0.76,-0.630209774700068
1,inference_affirm,partial,12,0.8,-0.6228109280367063
1,inference_affirm,standard,13,0.78,-0.692386866278884
1,inference_affirm,projected,13,0.8,-0.6267564378153812
1,inference_affirm,partial,13,0.84,-0.6208661476625124
1,inference_affirm,standard,14,0.76,-0.6922380529552022
1,inference_affirm,projected,14,0.78,-0.619315406153635
1,inference_affirm,partial,14,0.82,-0.6146159856365722
1,inference_affirm,standard,15,0.78,-0.6923107577150074
1,inference_affirm,projected,15,0.78,-0.6240502873287186
1,inference_affirm,partial,15,0.82,-0.6203586419010011
1,inference_affirm,standard,16,0.8,-0.6920777454038383
1,inference_affirm,projected,16,0.78,-0.6182167665601098
1,inference_affirm,partial,16,0.82,-0.6121252066366004
1,inference_affirm,standard,17,0.74,-0.6920341588942982
1,inference_affirm,projected,17,0.78,-0.6117342996547369
1,inference_affirm,partial,17,0.78,-0.6052374310421554
1,inference_affirm,standard,18,0.78,-0.6920147254629971
1,inference_affirm,projected,18,0.76,-0.6115365718319192
1,inference_affirm,partial,18,0.78,-0.6041528683488888
1,inference_affirm,standard,19,0.8,-0.6921839872728736
1,inference_affirm,projected,19,0.76,-0.624799596720494
1,inference_affirm,partial,19,0.84,-0.6125146088387585
1,inference_affirm,standard,20,0.82,-0.6920524740708374
1,inference_affirm,projected,20,0.76,-0.6193687656054763
1,inference_affirm,partial,20,0.84,-0.6079619561612016
1,inference_categories,standard,1,0.76,-0.6929826274492978
1,inference_categories,projected,1,0.74,-0.6726098497185907
1,inference_categories,partial,1,0.76,-0.6731708753277377
1,inference_categories,standard,2,0.64,-0.6929834024031126
1,inference_categories,projected,2,0.74,-0.6726492177289698
1,inference_categories,partial,2,0.74,-0.6729289055401161
1,inference_categories,standard,3,0.74,-0.6928648116523536
